stop_name,type,line_name,stop_id,location,identifier,district,neighborhood,east_west_admin
Paulsternstrasse Ecke Nonnendammallee,autobus,A72,1965623,"52.53816405,13.24773771",,Mitte,Moabit,west
Gartenfeld,autobus,A72,1965624,"52.54719055,13.24779333",,Spandau,Haselhorst,west
Kurfürstendamm Ecke Tauentzienstrasse,autobus,A73,1965625,"52.50442326,13.33565780",,Charlottenburg-Wilmersdorf,Charlottenburg,west
Motzstrasse Ecke Kleiststrasse,autobus,A73,1965626,"52.49965229,13.35335875",,Tempelhof-Schöneberg,Schöneberg,east
Grunewaldstrasse Ecke Martin-Luther-Strasse,autobus,A73,1965627,"52.48905218,13.34501538",,Tempelhof-Schöneberg,Schöneberg,east
Ebersstrasse Ecke Dominicusstrasse,autobus,A73,1965628,"52.48014768,13.35214638",,Tempelhof-Schöneberg,Schöneberg,east
Reichartstrasse Ecke Sachsendamm,autobus,A73,1965629,"52.47272490,13.36648096",,Tempelhof-Schöneberg,Schöneberg,east
Berlinickeplatz,autobus,A73,1965630,"52.46607292,13.37851641",,Tempelhof-Schöneberg,Tempelhof,west
Rohdestrasse Ecke Germaniastrasse,autobus,A73,1965631,"52.46205027,13.40440412",,Tempelhof-Schöneberg,Tempelhof,west
Gottlieb-Dunkel-Strasse Ecke Germaniastrasse,autobus,A73,1965632,"52.46056888,13.41797540",,Tempelhof-Schöneberg,Tempelhof,west
Britzerdamm Ecke Gradestrasse,autobus,A73,1965633,"52.45263536,13.43855969",,Neukölln,Britz,west
U-Bhf. Blaschko-Allee,autobus,A73,1965634,"52.45247827,13.44899996",,Neukölln,Britz,west
"Britz, Buschkrug",autobus,A73,1965635,"52.45251852,13.45212388",,Neukölln,Britz,west
Königin-Elisabeth-Strasse/Messedamm,autobus,A74,1965636,"52.51000392,13.28183577",,Charlottenburg-Wilmersdorf,Westend,west
Spandauerdamm Ecke Königin-Elisabeth-Strasse,autobus,A74,1965637,"52.51839539,13.28021270",,Charlottenburg-Wilmersdorf,Westend,west
Klausenerplatz,autobus,A74,1965638,"52.51924427,13.29194874",,Charlottenburg-Wilmersdorf,Charlottenburg,west
Schloßstrasse Ecke Seelingstrasse,autobus,A74,1965639,"52.51566300,13.29654868",,Charlottenburg-Wilmersdorf,Charlottenburg,west
Sophie-Charlotte-Platz,autobus,A74,1965640,"52.51083333,13.29666667",Q657879,Charlottenburg-Wilmersdorf,Charlottenburg,west
Kaiser-Friedrich-Strasse Ecke Kantstrasse,autobus,A74,1965641,"52.50678591,13.30232482",,Charlottenburg-Wilmersdorf,Charlottenburg,west
Kurfürstendamm Ecke Wilmersdorferstrasse,autobus,A74,1965642,"52.50001126,13.30714351",,Charlottenburg-Wilmersdorf,Charlottenburg,west
Fehrbelliner Platz,autobus,A74,1965643,"52.49040639,13.31420422",,Charlottenburg-Wilmersdorf,Wilmersdorf,west
Bundesallee Ecke Berlinerstrasse,autobus,A74,1965644,"52.48732558,13.33098413",,Charlottenburg-Wilmersdorf,Wilmersdorf,west
Martin-Luther-Strasse Ecke Grunewaldstrasse,autobus,A74,1965645,"52.48910174,13.34492201",,Tempelhof-Schöneberg,Schöneberg,east
Egelingzeile,autobus,A74,1965646,"52.46359357,13.37006890",,Tempelhof-Schöneberg,Schöneberg,east
"Lindenhof, Eythstrasse",autobus,A74,1965647,"52.45972284,13.36642830",,Tempelhof-Schöneberg,Schöneberg,east
Munsterdamm Ecke Steglitzerdamm,autobus,A75,1965648,"52.45000526,13.34672202",,Steglitz-Zehlendorf,Steglitz,west
Bismarckstrasse Ecke Steglitzerdamm,autobus,A75,1965649,"52.45107274,13.33791199",,Steglitz-Zehlendorf,Steglitz,west
Lauenburgerplatz,autobus,A75,1965650,"52.46159988,13.33932524",,Steglitz-Zehlendorf,Steglitz,west
Dominicusstrasse Ecke Hauptstrasse,autobus,A75,1965651,"52.48180072,13.34837800",,Tempelhof-Schöneberg,Schöneberg,east
Am Karlsbad,autobus,A75,1965652,"52.50551053,13.36801582",,Mitte,Tiergarten,west
Oranienstrasse Ecke Kochstrasse,autobus,A75,1965653,"52.50709133,13.39827714",,Friedrichshain-Kreuzberg,Kreuzberg,west
Spreewaldplatz,autobus,A75,1965654,"52.49746663,13.43173833",,Friedrichshain-Kreuzberg,Kreuzberg,west
Sonnenallee Ecke Pannierstrasse,autobus,A75,1965655,"52.48609620,13.43021786",,Neukölln,Neukölln,east
Blohmstrasse Ecke Wünsdorferstrasse,autobus,A76,1965656,"52.38867997,13.39435043",,Tempelhof-Schöneberg,Lichtenrade,west
Bahnhofstrasse Ecke Prinzesssinnenstrasse,autobus,A76,1965657,"52.38668922,13.39674308",,Tempelhof-Schöneberg,Lichtenrade,west
Marienfelderstrasse Ecke Lichtenraderdamm,autobus,A76,1965658,"52.39246195,13.40672267",,Tempelhof-Schöneberg,Lichtenrade,west
Tauernallee Ecke Mariendorferdamm,autobus,A76,1965659,"52.42332668,13.39618311",,Tempelhof-Schöneberg,Mariendorf,west
"Rennbahn, Mariendorferdamm",autobus,A76,1965660,"52.43151989,13.39150823",,Tempelhof-Schöneberg,Mariendorf,west
Alt-Mariendorf Ecke Mariendorferdamm,autobus,A76,1965661,"52.44016815,13.38721341",,Tempelhof-Schöneberg,Mariendorf,west
Burgemeisterstrasse Ecke Tempelhoferdamm,autobus,A76,1965662,"52.45702094,13.38394001",,Tempelhof-Schöneberg,Tempelhof,west
Thuyring Ecke Tempelhoferdamm,autobus,A76,1965663,"52.47485480,13.38574214",,Tempelhof-Schöneberg,Tempelhof,west
Bayernring Ecke Tempelhoferdamm,autobus,A76,1965664,"52.48160551,13.38587377",,Tempelhof-Schöneberg,Tempelhof,west
Platz der Luftbrücke,autobus,A76,1965665,"52.48500811,13.38598451",,Friedrichshain-Kreuzberg,Kreuzberg,west
"Marienfelde, Daimlerstrasse",autobus,A77,1965666,"52.42310029,13.38271915",,Tempelhof-Schöneberg,Marienfelde,west
Großbeerenstrasse Ecke Daimlerstrasse,autobus,A77,1965667,"52.42632723,13.37438167",,Tempelhof-Schöneberg,Marienfelde,west
Körtingstrasse Ecke Großbeerenstrasse,autobus,A77,1965668,"52.43481353,13.37831564",,Tempelhof-Schöneberg,Mariendorf,west
Mariendorferdamm Ecke Alt-Mariendorf,autobus,A77,1965669,"52.44016441,13.38732183",,Tempelhof-Schöneberg,Mariendorf,west
Markgrafenstrasse Ecke Mariendorferdamm,autobus,A77,1965670,"52.45018182,13.38492769",,Tempelhof-Schöneberg,Mariendorf,west
Rathaus Tempelhof,autobus,A77,1965671,"52.46300094,13.38534224",,Tempelhof-Schöneberg,Tempelhof,west
Paradestrasse Ecke Tempelhoferdamm,autobus,A77,1965672,"52.47819508,13.38582477",,Tempelhof-Schöneberg,Tempelhof,west
Tropfsteinweg Ecke Quarzweg,autobus,A78,1965673,"52.42357623,13.41467087",,Neukölln,Buckow,west
Tauernallee Ecke Quarzweg,autobus,A78,1965674,"52.42788188,13.40510195",,Tempelhof-Schöneberg,Mariendorf,west
Mariendorferdamm Ecke Tauernallee,autobus,A78,1965675,"52.42330592,13.39614258",,Tempelhof-Schöneberg,Mariendorf,west
Rennbahn,autobus,A78,1965676,"52.43151989,13.39150823",,Tempelhof-Schöneberg,Mariendorf,west
U-Bhf. Leopoldplatz,autobus,A79,1965677,"52.54639075,13.35913321",,Tempelhof-Schöneberg,Tempelhof,west
Burgemeisterstrasse Ecke Tempelhoferdamm,autobus,A77,1965677,"52.45702094,13.38394001",,,,
Pankowerallee Ecke Reginhardstrasse,autobus,A79,1965678,"52.56432609,13.37350010",,Reinickendorf,Reinickendorf,west
Hausotterstrasse Ecke Reginhardstrasse,autobus,A79,1965679,"52.56824258,13.37256899",,Reinickendorf,Reinickendorf,west
Büdnerring Ecke Emmentalerstrasse,autobus,A79,1965680,"52.57363649,13.36780545",,Reinickendorf,Reinickendorf,west
Somerstrasse Ecke Klemkestrasse,autobus,A79,1965681,"52.57476725,13.37353054",,Reinickendorf,Reinickendorf,west
Breitestrasse Ecke Marktstrasse,autobus,A80,1965682,"52.53688328,13.20531643",,Spandau,Spandau,west
Nauenerstrasse Ecke Brunsbüttelerdamm,autobus,A80,1965683,"52.53406507,13.18169672",,Spandau,Spandau,west
Egelpfuhlstrasse Ecke Brunsbüttelerdamm,autobus,A80,1965684,"52.53353493,13.16940853",,Spandau,Spandau,west
Nennhauserdamm Ecke Brunsbüttelerdamm,autobus,A80,1965685,"52.53251629,13.14156536",,Spandau,Staaken,west
U-Bhf. Spichernstrasse,autobus,A81,1965686,"52.49666209,13.33063500","nan, nan",Charlottenburg-Wilmersdorf,Wilmersdorf,west
Schloßstrasse Ecke Feuerbachstrasse,autobus,A81,1965687,"52.46311733,13.32672483",,Steglitz-Zehlendorf,Steglitz,west
Steglitzerdamm Ecke Bismarckstrasse,autobus,A81,1965688,"52.45108585,13.33790127",,Steglitz-Zehlendorf,Steglitz,west
Alt-Lankwitz Dorfaue,autobus,A81,1965689,"52.43908383,13.35441775",,Steglitz-Zehlendorf,Lankwitz,west
Imbrosweg Ecke Rixdorferstrasse,autobus,A81,1965690,"52.44350787,13.39864167",,Tempelhof-Schöneberg,Mariendorf,west
Dardanellenweg Ecke Rixdorferstrasse,autobus,A81,1965691,"52.44495402,13.40008867",,Tempelhof-Schöneberg,Mariendorf,west
Nettelbeckplatz,autobus,A83,1965692,"52.54464512,13.37015454",,Mitte,Wedding,west
Heidestrasse Ecke Fennstrasse,autobus,A83,1965693,"52.53731772,13.36029323",,Mitte,Moabit,west
Washingtonplatz,autobus,A83,1965694,"52.52421576,13.37059958",,Tempelhof-Schöneberg,Friedenau,west
Friedrich-Wilhelm-Platz,autobus,A81,1965694,"52.47231413,13.32817044",,,,
Potsdamerstrasse Ecke Neue Verbindungsstrasse,autobus,A83,1965695,"52.50917801,13.37176335",,Mitte,Tiergarten,west
Reichpietsch Ufer Ecke Potsdamerstrasse,autobus,A83,1965696,"52.50626666,13.36847203",,Mitte,Tiergarten,west
Leonorenstrasse Ecke Siemensstrasse,autobus,A81,1965697,"52.44439811,13.33894287",,,,
Schöneberger Ufer Ecke Potsdamerstrasse,autobus,A83,1965697,"52.50582420,13.36822756",,Steglitz-Zehlendorf,Lankwitz,west
Bülowstrasse Ecke Potsdamerstrasse,autobus,A83,1965698,"52.49780937,13.36202312",,Tempelhof-Schöneberg,Schöneberg,east
Martin-Luther-Strasse Ecke Hauptstrasse,autobus,A83,1965699,"52.47919735,13.34495863",,Tempelhof-Schöneberg,Schöneberg,east
"Grazer Platz, Rubensstrasse",autobus,A83,1965700,"52.46714419,13.34418649",,Tempelhof-Schöneberg,Schöneberg,east
Bergstrasse Ecke Thorwaldsenstrasse,autobus,A83,1965701,"52.45916615,13.34768499",,Steglitz-Zehlendorf,Steglitz,west
Steglitzerdamm Ecke Munsterdamm,autobus,A83,1965702,"52.45000608,13.34672706",,Steglitz-Zehlendorf,Steglitz,west
Albrechtstrasse Ecke Siemensstrasse,autobus,A83,1965703,"52.44697413,13.34238318",,Steglitz-Zehlendorf,Steglitz,west
Malteserstrasse Ecke Paul-Schneiderstrasse,autobus,A83,1965704,"52.43337314,13.35303713",,Steglitz-Zehlendorf,Lankwitz,west
Preysingstresse Ecke Malteserstrasse,autobus,A83,1965705,"52.42459385,13.35671085",,Steglitz-Zehlendorf,Lankwitz,west
Belßstrasse Ecke Wichurastrasse,autobus,A83,1965706,"52.42825963,13.36268315",,Steglitz-Zehlendorf,Lankwitz,west
Ringstrasse Ecke Pestalozzistrasse,autobus,A84,1965707,"52.43272276,13.28707174",,Steglitz-Zehlendorf,Lichterfelde,west
Kadettenweg Ecke Finckensteinallee,autobus,A84,1965708,"52.43244907,13.29922143",,Steglitz-Zehlendorf,Lichterfelde,west
Krahmerstrasse Ecke Hindenburgdamm,autobus,A84,1965709,"52.43785561,13.31567297",,Steglitz-Zehlendorf,Lichterfelde,west
Klingsorstrasse Ecke Hindenburgerdamm,autobus,A84,1965710,"52.44312155,13.31569756",,Steglitz-Zehlendorf,Lichterfelde,west
Händelplatz,autobus,A84,1965711,"52.45066566,13.31587443",,Steglitz-Zehlendorf,Lichterfelde,west
Unter den Eichen Ecke Hindenburgdamm,autobus,A84,1965712,"52.45347005,13.31556961",,Steglitz-Zehlendorf,Steglitz,west
Schloßstrasse Ecke Hindenburgerdamm,autobus,A84,1965713,"52.45350913,13.31567768",,Steglitz-Zehlendorf,Steglitz,west
Florastrasse Ecke Schloßstrasse,autobus,A84,1965714,"52.46144282,13.32517793",,Steglitz-Zehlendorf,Steglitz,west
Bundesallee Ecke Rheinstrasse,autobus,A84,1965715,"52.46493424,13.32843851",,Tempelhof-Schöneberg,Friedenau,west
Gotenstrasse Ecke Torgauerstrasse,autobus,A84,1965716,"52.47978047,13.36019236",,Tempelhof-Schöneberg,Schöneberg,east
Motzstrasse Ecke Martin-Luther-Strasse,autobus,A85,1965717,"52.49712618,13.34610186",,Tempelhof-Schöneberg,Schöneberg,east
Wiesenbaude,autobus,A84,1965718,"52.43137099,13.30959805",,,,
Bayerischer Platz,autobus,A85,1965718,"52.48833333,13.34027778",Q668574,Steglitz-Zehlendorf,Lichterfelde,west
Hildegardstrasse Ecke Bundesallee,autobus,A85,1965719,"52.48165724,13.32942778",,Charlottenburg-Wilmersdorf,Wilmersdorf,west
Schildhornstrasse Ecke Schoßstrasse,autobus,A85,1965720,"52.46148081,13.32506744",,Steglitz-Zehlendorf,Steglitz,west
Moltkestrasse Ecke Gardeschützenweg,autobus,A85,1965721,"52.44677332,13.30673860",,Steglitz-Zehlendorf,Lichterfelde,west
Drakestrasse Ecke Gardeschützenweg,autobus,A85,1965722,"52.44269018,13.29700526",,Steglitz-Zehlendorf,Lichterfelde,west
Rittberg-Krankenhaus,autobus,A85,1965723,"52.42987952,13.28896146",,Steglitz-Zehlendorf,Lichterfelde,west
Thuner Platz,autobus,A85,1965724,"52.42375897,13.29618487",,Steglitz-Zehlendorf,Lichterfelde,west
Goerzallee Ecke Wismarerstrasse,autobus,A85,1965725,"52.42197343,13.29844428",,Steglitz-Zehlendorf,Lichterfelde,west
Ostpreußendamm Ecke Wismarerstrasse,autobus,A85,1965726,"52.41787023,13.30519617",,Steglitz-Zehlendorf,Lichterfelde,west
Holtheimer Weg Ecke Wormbacher Weg,autobus,A85,1965727,"52.40993905,13.30336414",,Steglitz-Zehlendorf,Lichterfelde,west
Invalidenstrasse (Sektorengrenze),autobus,A86,1965728,"52.52731343,13.37206043",,Mitte,Moabit,west
Bundesallee Ecke Berlinerstraße,autobus,A85,1965729,"52.48734067,13.33098765",,,,
Rathenowerstrasse Ecke Alt-Moabit,autobus,A86,1965729,"52.52363005,13.35684871",,Charlottenburg-Wilmersdorf,Wilmersdorf,west
Stromstrasse Ecke Alt-Moabit,autobus,A86,1965730,"52.52539702,13.34278622",,Mitte,Moabit,west
Gotzkowskystrasse Ecke Alt-Moabit,autobus,A86,1965731,"52.52381416,13.32973099",,Mitte,Moabit,west
Helmholtzstrasse Ecke Franklinstrasse,autobus,A86,1965732,"52.52234318,13.32844863",,Charlottenburg-Wilmersdorf,Charlottenburg,west
Cauerstrasse Ecke Otto-Suhr-Allee,autobus,A86,1965733,"52.51469847,13.31523032",,Charlottenburg-Wilmersdorf,Charlottenburg,west
Kantstrasse Ecke Wilmersdorferstrasse,autobus,A86,1965734,"52.50670639,13.30668035",,Charlottenburg-Wilmersdorf,Charlottenburg,west
Kurfürstendamm Ecke Brandenburgischestrasse,autobus,A86,1965735,"52.50002234,13.30701910",,Charlottenburg-Wilmersdorf,Charlottenburg,west
Konstanzerstrasse Ecke Brandenburgischestrasse,autobus,A86,1965736,"52.49354591,13.31007243",,Charlottenburg-Wilmersdorf,Wilmersdorf,west
Blissestrasse Ecke Mecklenburgischestrasse,autobus,A86,1965737,"52.48368070,13.32024441",,Charlottenburg-Wilmersdorf,Wilmersdorf,west
Schildhornstrasse Ecke Schloßstrasse,autobus,A86,1965738,"52.46147802,13.32512191",,Steglitz-Zehlendorf,Steglitz,west
Gardeschützenweg Ecke Hindenburgdamm,autobus,A86,1965739,"52.44961307,13.31533099",,Steglitz-Zehlendorf,Lichterfelde,west
Klingsorstrasse Ecke Birkbuschstrasse,autobus,A86,1965740,"52.44752909,13.32632316",,Steglitz-Zehlendorf,Steglitz,west
Birkbuschstrasse Ecke Siemensstrasse,autobus,A86,1965741,"52.44243904,13.33208217",,Steglitz-Zehlendorf,Lankwitz,west
Wilmersdorferstrasse Ecke Otto-Suhr-Allee,autobus,A87,1965742,"52.51811241,13.30443482",,Charlottenburg-Wilmersdorf,Charlottenburg,west
"Luisenplatz, Spandauer Damm",autobus,A87,1965743,"52.51959199,13.29891202",,Charlottenburg-Wilmersdorf,Charlottenburg,west
Schloßstrasse Ecke Spandauer Damm,autobus,A87,1965744,"52.51945635,13.29594131",,Charlottenburg-Wilmersdorf,Charlottenburg,west
Sophie-Charlotten-Strasse Ecke Spandauer Damm,autobus,A87,1965745,"52.51877597,13.28665640",,Charlottenburg-Wilmersdorf,Charlottenburg,west
Pulsstrasse Ecke Sophie-Charlotten-Strasse,autobus,A87,1965746,"52.52421632,13.28505878",,Charlottenburg-Wilmersdorf,Charlottenburg,west
Neue-Kantstrasse Ecke Messedamm,autobus,A88,1965747,"52.50645040,13.28034752",,Charlottenburg-Wilmersdorf,Westend,west
Halenseestrasse Ecke Messedamm,autobus,A88,1965748,"52.50358004,13.27899377",,Charlottenburg-Wilmersdorf,Westend,west
Deutschland-Halle,autobus,A88,1965749,"52.49876605,13.27206768",,Charlottenburg-Wilmersdorf,Westend,west
Eichkamp (Alte Allee),autobus,A88,1965750,"52.49184466,13.26343585",,Charlottenburg-Wilmersdorf,Westend,west
Bornholmer Brücke (Sektorengrenze),autobus,A89,1965751,"52.55474925,13.39756390",,Pankow,Prenzlauer Berg,east
Prinzenallee Ecke Osloerstrasse,autobus,A89,1965752,"52.55595531,13.38435069",,Mitte,Gesundbrunnen,west
Koloniestrasse Ecke Osloerstrasse,autobus,A89,1965753,"52.55645881,13.37766712",,Mitte,Gesundbrunnen,west
Schwedenstrasse Ecke Osloerstrasse,autobus,A89,1965754,"52.55674734,13.37371279",,Mitte,Gesundbrunnen,west
Reinickendorferstrasse Ecke Osloerstrasse,autobus,A89,1965755,"52.55695941,13.36559908",,Mitte,Wedding,west
Afrikanischestrasse Ecke Seestrasse,autobus,A89,1965756,"52.54623694,13.34393083",,Mitte,Wedding,west
Saatwinkler Damm/Beusselstrasse,autobus,A89,1965757,"52.53817455,13.32617083",,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,west
Beusselstrasse Ecke Sickingenstrasse,autobus,A89,1965758,"52.53296894,13.32844750",,Mitte,Moabit,west
Huttenstrasse Ecke Beusselstrasse,autobus,A89,1965759,"52.52740013,13.32867332",,Mitte,Moabit,west
Huttenstrasse Ecke Wiebestrasse,autobus,A89,1965760,"52.52837370,13.31943360",,Mitte,Moabit,west
Wiebestrasse Ecke Kaiserin-Augusta-Allee,autobus,A89,1965761,"52.52580214,13.31797917",,Mitte,Moabit,west
Otto-Suhr-Allee Ecke Wilmersdorferstrasse,autobus,A89,1965762,"52.51807977,13.30444555",,Charlottenburg-Wilmersdorf,Charlottenburg,west
Blissestrasse Ecke Brandenburgischestrasse,autobus,A89,1965763,"52.48651073,13.32032803",,Charlottenburg-Wilmersdorf,Wilmersdorf,west
Uhlandstrasse Ecke Berlinerstrasse,autobus,A89,1965764,"52.48648130,13.32250148",,Charlottenburg-Wilmersdorf,Wilmersdorf,west
Potsdamerstrasse Ecke Pallasstrasse,autobus,A89,1965765,"52.49431875,13.36100643",,Tempelhof-Schöneberg,Schöneberg,east
Kulmerstrasse Ecke Goebenstrasse,autobus,A89,1965766,"52.49358859,13.36586990",,Tempelhof-Schöneberg,Schöneberg,east
Großbeerenstrasse Ecke Yorckstrasse,autobus,A89,1965767,"52.49368808,13.38355154",,Friedrichshain-Kreuzberg,Kreuzberg,west
U-Bhf. Gneisenaustrasse,autobus,A89,1965768,"52.49122659,13.39632791",,Friedrichshain-Kreuzberg,Kreuzberg,west
Zossenerstrasse Ecke Blücherstrasse,autobus,A89,1965769,"52.49623241,13.39508019",,Friedrichshain-Kreuzberg,Kreuzberg,west
Mehringplatz,autobus,A89,1965770,"52.49827538,13.39190927",,Friedrichshain-Kreuzberg,Kreuzberg,west
Alt-Moabit Ecke Gotzkowskystrasse,autobus,A90,1965771,"52.52377876,13.32973510","nan, nan",Mitte,Moabit,west
"U-Bhf. Turmstrasse, Alt-Moabit",autobus,A90,1965772,"52.52562203,13.34119684",,Mitte,Moabit,west
Kirchstrasse Ecke Alt-Moabit,autobus,A90,1965773,"52.52454036,13.34955441",,Mitte,Moabit,west
Perlebergerstrasse Ecke Rathenowerstrasse,autobus,A90,1965774,"52.53251179,13.35056076",,Mitte,Moabit,west
Am Nordhafen,autobus,A90,1965775,"52.53868316,13.36324841",,Mitte,Wedding,west
Gartenstrasse & Grenzstrasse,autobus,A90,1965776,"52.54181102,13.37807511",,Mitte,Gesundbrunnen,west
Wattstrasse Ecke Usedomerstrasse,autobus,A90,1965777,"52.54025184,13.39064471",,Charlottenburg-Wilmersdorf,Wilmersdorf,west
Bundesallee Ecke Berlinerstrasse,autobus,A89,1965777,"52.48734717,13.33092701",,,,
Martin-Luther-Strasse Ecke Grunewaldstrasse,autobus,A89,1965778,"52.48909225,13.34497707",,,,
U-Bhf. Leinestrasse,autobus,A91,1965778,"52.47263483,13.42855206",,Tempelhof-Schöneberg,Schöneberg,east
Siegfriedstrasse Ecke Hermannstrasse,autobus,A91,1965779,"52.46787567,13.43109511",,Neukölln,Neukölln,east
Mariendorfer Weg Ecke Hermannstrasse,autobus,A91,1965780,"52.46469159,13.43289078",,Neukölln,Neukölln,east
Germaniapromenade Ecke Britzerdamm,autobus,A91,1965781,"52.46087492,13.43504314",,Neukölln,Britz,west
Franz-Körnerstrasse Ecke Britzerdamm,autobus,A91,1965782,"52.45591015,13.43724797",,Neukölln,Britz,west
Gradestrasse Ecke Britzerdamm,autobus,A91,1965783,"52.45265737,13.43851513",,Neukölln,Britz,west
Tempelhofer Weg Ecke Britzerdamm,autobus,A91,1965784,"52.44894820,13.43619608",,Neukölln,Britz,west
Ernst-Reuter-Platz,autobus,A90,1965785,"52.51259772,13.32187582",,,,
Mohriner Allee Ecke Buckower Damm,autobus,A91,1965785,"52.44415812,13.43354138",,Charlottenburg-Wilmersdorf,Charlottenburg,west
Gutschmidtstrasse Ecke Buckower Damm,autobus,A91,1965786,"52.44037172,13.43478719",,Neukölln,Britz,west
Schlosserweg Ecke Buckower Damm,autobus,A91,1965787,"52.43931812,13.43486911",,Neukölln,Britz,west
Zimmererweg Ecke Buckower Damm,autobus,A91,1965788,"52.43530943,13.43512496",,Neukölln,Britz,west
Turmstrasse Ecke Rathenowerstrasse,autobus,A90,1965789,"52.52676755,13.35529472",,,,
Dachdeckerweg Ecke Buckower Damm,autobus,A91,1965789,"52.43209036,13.43515188",,Mitte,Moabit,west
Parkfriedhof Neukölln,autobus,A91,1965790,"52.42837472,13.43500150",,Neukölln,Britz,west
Alt-Buckow Ecke Buckower Damm,autobus,A91,1965791,"52.42365120,13.43663595",,Neukölln,Buckow,west
Grunewaldstrasse Ecke Ruhlebenerstrasse,autobus,A92,1965792,"52.53017273,13.20468457",,Spandau,Spandau,west
Klosterstrasse Ecke Ruhlebenerstrasse,autobus,A92,1965793,"52.53291424,13.19844858",,Spandau,Spandau,west
Schmidt-Knobelsdorf-Strasse Ecke Wilhelmstrasse,autobus,A92,1965794,"52.52167175,13.18891981",,Spandau,Wilhelmstadt,west
Wilhelmstrasse/Heerstrasse,autobus,A92,1965795,"52.51662276,13.17904272",,Spandau,Wilhelmstadt,west
Reimerweg Ecke Heerstrasse,autobus,A92,1965796,"52.52184204,13.15430702",,Spandau,Staaken,west
"Rudow, Waßmannsdorfer Chaussee Ecke Groß Ziethener Chaussee",autobus,A93,1965797,"52.41526753,13.49553224",,Neukölln,Rudow,west
Eichenauer Weg Ecke Waßmannsdorfer Chaussee,autobus,A93,1965798,"52.41260921,13.49510452",,Neukölln,Rudow,west
Lockenhuhnweg Ecke Waßmannsdorfer Chaussee,autobus,A93,1965799,"52.40834716,13.49244876",,Neukölln,Rudow,west
Geflügelsteig Ecke Waßmannsdorfer Chaussee,autobus,A93,1965800,"52.40508366,13.49066251",,Neukölln,Rudow,west
Klein-Ziethener Weg Ecke Geflügelsteig,autobus,A93,1965801,"52.40710730,13.48484559",,Neukölln,Rudow,west
Lakenfelderweg Ecke Geflügelsteig,autobus,A93,1965802,"52.40828415,13.48211785",,Neukölln,Rudow,west
Groß Ziethener Chaussee Ecke Geflügelsteig,autobus,A93,1965803,"52.41047365,13.47942642",,Neukölln,Rudow,west
Pirnaer Strasse Ecke Groß Ziethener Chaussee,autobus,A93,1965804,"52.41190291,13.48372425",,Neukölln,Rudow,west
Kolonie Ewige Heimat,autobus,A93,1965805,"52.41342548,13.48968439",,Neukölln,Rudow,west
Waßmannsdorfer Chaussee Ecke Groß Ziethener Chaussee,autobus,A93,1965806,"52.41525444,13.49553224",,Neukölln,Rudow,west
Baerwaldstrasse Ecke Urbanstrasse,autobus,A95,1965807,"52.49389984,13.40346009",,Friedrichshain-Kreuzberg,Kreuzberg,west
"Hermannplatz, Sonnenallee",autobus,A95,1965808,"52.48787819,13.42530729",,Neukölln,Neukölln,east
Pannierstrasse Ecke Sonnenallee,autobus,A95,1965809,"52.48611601,13.43027163",,Neukölln,Neukölln,east
Saalestrasse Ecke Sonnenallee,autobus,A95,1965810,"52.47386410,13.45587793",,Neukölln,Neukölln,east
Schwarzer Weg Ecke Sonnenallee,autobus,A95,1965811,"52.46241684,13.47666100",,Neukölln,Neukölln,east
Brunnenstrasse Ecke Lortzingstrasse,autobus,A99,1965812,"52.54254624,13.39272812",,Mitte,Gesundbrunnen,west
"Brunnenplatz, Pankstrasse",autobus,A99,1965813,"52.54974599,13.37737049",,Mitte,Gesundbrunnen,west
Rathenowerstrasse Ecke Quitzowstrasse,autobus,A99,1965814,"52.53509388,13.34967453",,Mitte,Moabit,west
Wernerwerk,autobus,A99,1965815,"52.53562700,13.27537088",,Spandau,Siemensstadt,west
Quellweg Ecke Nonnendamm Allee,autobus,A99,1965816,"52.53666858,13.26843643",,Spandau,Siemensstadt,west
Paulsternstrasse Ecke Nonnendamm Allee,autobus,A99,1965817,"52.53814656,13.24775542",,Spandau,Haselhorst,west
Gartenfelderstrasse Ecke Nonnendammallee,autobus,A99,1965818,"52.53921965,13.23193032",,Spandau,Haselhorst,west
Carl-Schurz-Strasse Ecke Am Juliusturm,autobus,A99,1965819,"52.53954502,13.20555083",,Spandau,Spandau,west
Breitestrasse Ecke Charlottenstrasse,autobus,A99,1965820,"52.53613955,13.20442990",,Spandau,Spandau,west
Germesheimer Platz,autobus,A99,1965821,"52.54456786,13.18701195",,Spandau,Falkenhagener Feld,west
Fürstenbrunner Weg Ecke Spandauer Damm,autobus,AS1,1965822,"52.51842262,13.28011647",,Charlottenburg-Wilmersdorf,Westend,west
Kirschenallee Ecke Spandauer Damm,autobus,AS1,1965823,"52.52037881,13.26719193",,Charlottenburg-Wilmersdorf,Westend,west
Schloß Ruhwald,autobus,AS1,1965824,"52.52160458,13.26039687",,Charlottenburg-Wilmersdorf,Westend,west
Teltower Strasse Ecke Ruhlebenerstrasse,autobus,AS1,1965825,"52.52691598,13.21592513",,Spandau,Wilhelmstadt,west
Lynarstrasse Ecke Neuendorferstrasse,autobus,AS1,1965826,"52.54898690,13.21020961",,Spandau,Hakenfelde,west
Klinkeplatz,autobus,AS1,1965827,"52.55555146,13.19854978",,Spandau,Hakenfelde,west
