stop_name,type,line_name,stop_id,location,identifier,district,neighborhood,east_west_admin
Saargemünderstrasse Ecke Clayallee,autobus,A11,1965185,"52.45093246,13.27071876",,Steglitz-Zehlendorf,Dahlem,west
Ihnestrasse Ecke Garystrasse,autobus,A11,1965186,"52.44831170,13.27633996",,Steglitz-Zehlendorf,Dahlem,west
Corrensplatz,autobus,A11,1965187,"52.44601401,13.28426468",,Steglitz-Zehlendorf,Dahlem,west
Unter den Eichen Ecke Habelschwendterallee,autobus,A11,1965188,"52.44574706,13.29356835",,Steglitz-Zehlendorf,Lichterfelde,west
Gardeschützerweg Ecke Drakestrasse,autobus,A11,1965189,"52.44267225,13.29700971",,Steglitz-Zehlendorf,Lichterfelde,west
Ringstrasse Ecke Drakestrasse,autobus,A11,1965190,"52.43979507,13.30016971",,Steglitz-Zehlendorf,Lichterfelde,west
Wiesenbaude,autobus,A11,1965191,"52.43049524,13.31180861",,Steglitz-Zehlendorf,Lichterfelde,west
Ostrpreußendamm Ecke Königsbergerstrasse,autobus,A11,1965192,"52.43078834,13.31750145",,Steglitz-Zehlendorf,Lichterfelde,west
Marienstrasse Ecke Königsbergerstrasse,autobus,A11,1965193,"52.42946322,13.32166308",,Steglitz-Zehlendorf,Lichterfelde,west
Morgensternstrasse Ecke Königsbergerstrasse,autobus,A11,1965194,"52.42807231,13.32551407",,Steglitz-Zehlendorf,Lichterfelde,west
Kranoldplatz,autobus,A11,1965195,"52.42777476,13.32647358",,Steglitz-Zehlendorf,Lichterfelde,west
Langestrasse Ecke Lorenzstrasse,autobus,A11,1965196,"52.42401446,13.33313155",,Steglitz-Zehlendorf,Lichterfelde,west
Hildburghauserstrasse Ecke Mariannenstrasse,autobus,A11,1965197,"52.41661432,13.33818246",,Steglitz-Zehlendorf,Lichterfelde,west
Stadtilmerweg,autobus,A11,1965198,"52.41507278,13.34597485",,Tempelhof-Schöneberg,Marienfelde,west
"Marienelde, Alt-Marienfelde",autobus,A11,1965199,"52.41210781,13.36273360",,Tempelhof-Schöneberg,Marienfelde,west
Gartenstrasse Ecke Bernauerstrasse,autobus,A12,1965200,"52.53343698,13.38751889",,Mitte,Gesundbrunnen,west
Grenzstrasse Ecke Ackerstrasse,autobus,A12,1965201,"52.54070452,13.37926714",,Mitte,Gesundbrunnen,west
U-Bhf. Leopold-Platz,autobus,A12,1965202,"52.54640033,13.35909680",,Mitte,Wedding,west
U-Bhf. Seestrasse,autobus,A12,1965203,"52.55031541,13.35229850",,Mitte,Wedding,west
Bristolstrasse Ecke Barfusstrasse,autobus,A12,1965204,"52.55830889,13.35117448",,Mitte,Wedding,west
Emmentalerstrasse Ecke Aroserallee,autobus,A12,1965205,"52.56751553,13.35120118",,Reinickendorf,Reinickendorf,west
Lindauerallee Ecke Roedernallee,autobus,A12,1965206,"52.57437590,13.34773196",,Reinickendorf,Reinickendorf,west
Tessenowstrasse Ecke Roedernallee,autobus,A12,1965207,"52.58314996,13.34369472",,Reinickendorf,Wittenau,west
Rathaus Reinickendorf,autobus,A12,1965208,"52.59165784,13.32633528",,Reinickendorf,Wittenau,west
Cyclopstrasse Ecke Hermsdorferstrasse,autobus,A12,1965209,"52.60209837,13.32482303",,Reinickendorf,Wittenau,west
Zabel-Krüger-Damm Ecke Oraniendamm,autobus,A12,1965210,"52.60785215,13.32378976",,Reinickendorf,Waidmannslust,west
Almutstrasse Ecke Berlinerstrasse,autobus,A12,1965211,"52.61486970,13.31706314",,Reinickendorf,Hermsdorf,west
Hermsdorferdamm Ecke Berlinerstrasse,autobus,A12,1965212,"52.62241093,13.31288776",,Reinickendorf,Hermsdorf,west
Zeitingerplatz,autobus,A12,1965213,"52.63352257,13.29039813",,Reinickendorf,Frohnau,west
Donnersmarkplatz,autobus,A12,1965214,"52.63014387,13.28046436",,Reinickendorf,Frohnau,west
Hainbuchenstrasse Ecke Stolzingstrasse,autobus,A12,1965215,"52.63436579,13.27495612",,Reinickendorf,Frohnau,west
"Heiligensee, Alt-Heiligensee",autobus,A13,1965216,"52.60174637,13.21022269",,Reinickendorf,Heiligensee,west
Am Dachsbau Ecke Heiligenseestrasse,autobus,A13,1965217,"52.60656467,13.22982450",,Reinickendorf,Heiligensee,west
Gabelung,autobus,A13,1965218,"52.59988613,13.25204129",,Reinickendorf,Tegel,west
Ruppinerchaussee Ecke Heiligenseestrasse,autobus,A13,1965219,"52.59792775,13.27502724",,Reinickendorf,Tegel,west
U-Bhf. Tegel,autobus,A13,1965220,"52.58950313,13.28363072",,Reinickendorf,Tegel,west
Bernauerstrasse Ecke Berlinerstrasse,autobus,A13,1965221,"52.57632475,13.29471004",,Reinickendorf,Tegel,west
Krankenhaus Tegel-Süd,autobus,A13,1965222,"52.57573398,13.27874933",,Reinickendorf,Tegel,west
Strasse nach Saatwinkel Ecke Bernauerstrasse,autobus,A13,1965223,"52.56775987,13.25791205",,Reinickendorf,Tegel,west
Paulsternstrasse Ecke Gartenfelderstrasse,autobus,A13,1965224,"52.54412196,13.24701046",,Spandau,Haselhorst,west
Daumstrasse Ecke Am Juliusturm,autobus,A13,1965225,"52.53927882,13.23206301",,Spandau,Haselhorst,west
Carl-Schurzstrasse Ecke Am Juliusturm,autobus,A13,1965226,"52.53954249,13.20559420",,Spandau,Spandau,west
Seeburgerstrasse Ecke Klosterstrasse,autobus,A13,1965227,"52.52914199,13.19558478",,Spandau,Wilhelmstadt,west
Päwesinerweg Ecke Seeburgerstrasse,autobus,A13,1965228,"52.52631959,13.18186001",,Spandau,Wilhelmstadt,west
Heerstrasse Ecke Wilhelmstrasse,autobus,A13,1965229,"52.51662458,13.17902230",,Spandau,Wilhelmstadt,west
Weinmeisterhornweg Ecke Wilhelmstrasse,autobus,A13,1965230,"52.51102790,13.17160161",,Spandau,Wilhelmstadt,west
Mattenbuder Pfad Ecke Henningsdorferstrasse,autobus,A14,1965231,"52.61696711,13.22053385",,Reinickendorf,Heiligensee,west
Ruppinerchaussee Ecke Henningsdorferstrasse,autobus,A14,1965232,"52.62646800,13.22755031",,Reinickendorf,Heiligensee,west
Schulzendorferstrasse Ecke Ruppinerchaussee,autobus,A14,1965233,"52.61441645,13.24489068",,Reinickendorf,Heiligensee,west
Heiligenseestrasse Ecke Karolinenstrasse,autobus,A14,1965234,"52.59793113,13.27502610",,Reinickendorf,Tegel,west
Ziekowstrasse Ecke Gorkistrasse,autobus,A14,1965235,"52.59058636,13.29210637",,Reinickendorf,Tegel,west
"Alt-Wittenau, Rathaus Reinickendorf",autobus,A14,1965236,"52.59196651,13.32644524",,Reinickendorf,Wittenau,west
Aroserallee Ecke Lindauerallee,autobus,A14,1965237,"52.57378753,13.35197104",,Reinickendorf,Reinickendorf,west
Kopenhagenerstrasse Ecke Klemkestrasse,autobus,A14,1965238,"52.57426441,13.35917869",,Reinickendorf,Reinickendorf,west
Klemkestrasse Ecke Sommerstrasse,autobus,A14,1965239,"52.57477832,13.37353041",,Reinickendorf,Reinickendorf,west
Pankowerallee Ecke Provinzstrasse,autobus,A14,1965240,"52.56468480,13.37806280",,Reinickendorf,Reinickendorf,west
Osloerstrasse Ecke Drontheimerstrasse,autobus,A14,1965241,"52.55645127,13.37705419",,Mitte,Gesundbrunnen,west
Pankstrasse Ecke Badstrasse,autobus,A14,1965242,"52.55227404,13.38138720",,Mitte,Gesundbrunnen,west
U-Bhf. Gesundbrunnen,autobus,A14,1965243,"52.54947942,13.38652401",,Mitte,Gesundbrunnen,west
Rügenerstrasse Ecke Brunnenstrasse,autobus,A14,1965244,"52.54472500,13.39102468",,Mitte,Gesundbrunnen,west
Lübarserstrasse Ecke Eichorsterweg,autobus,A15,1965245,"52.60279735,13.33575475",,Reinickendorf,Wittenau,west
Cyclopstrasse Ecke Oranienburgerstrasse,autobus,A15,1965246,"52.59750985,13.33255807",,Reinickendorf,Wittenau,west
Alt-Wittenau Ecke Oranienburgerstrasse,autobus,A15,1965247,"52.58969313,13.33418093",,Reinickendorf,Wittenau,west
Breitenbachstrasse Ecke Eichborndamm,autobus,A15,1965248,"52.57783790,13.31483743",,Reinickendorf,Borsigwalde,west
Holzhauserstrasse Ecke Breitenbachstrasse,autobus,A15,1965249,"52.58199553,13.30545455",,Reinickendorf,Borsigwalde,west
Borsigwalderweg Ecke Ecke Conradstrasse,autobus,A15,1965250,"52.58481078,13.29793830",,Reinickendorf,Borsigwalde,west
Gorkistrasse Ecke Ziekowstrasse,autobus,A15,1965251,"52.59056318,13.29198781",,Reinickendorf,Tegel,west
Hermsdorferdamm Ecke Karolinenstrasse,autobus,A15,1965252,"52.59996370,13.28132933",,Reinickendorf,Tegel,west
Schulzendorferstrasse Ecke Hermsdorferdamm,autobus,A15,1965253,"52.61058699,13.29550843",,Reinickendorf,Hermsdorf,west
Dominikus Krankenhaus,autobus,A15,1965254,"52.62619652,13.29449567",,Reinickendorf,Hermsdorf,west
Donnersmarckplatz,autobus,A15,1965255,"52.63015050,13.28045133",,Reinickendorf,Frohnau,west
Zeitlingerplatz,autobus,A15,1965256,"52.63352257,13.29039813",,Reinickendorf,Frohnau,west
Am Pilz,autobus,A15,1965257,"52.64251497,13.30090805",,Reinickendorf,Frohnau,west
Invalidensiedlung,autobus,A15,1965258,"52.65584642,13.29035793",,Reinickendorf,Frohnau,west
Osloerstrasse Ecke Koloniestrasse,autobus,A16,1965259,"52.55643380,13.37744264",,Mitte,Gesundbrunnen,west
Luise-Schroeder-Platz,autobus,A16,1965260,"52.55703815,13.36628643",,Mitte,Wedding,west
Virchow-Krankenhaus,autobus,A16,1965261,"52.54371513,13.33931792",,Mitte,Wedding,west
Fennstrasse Ecke Tegelerstrasse,autobus,A16,1965262,"52.53794452,13.36161806",,Mitte,Wedding,west
Wilsnackerstrasse Ecke Perlebergerstrasse,autobus,A16,1965263,"52.53188508,13.34929041",,Mitte,Moabit,west
Hansaplatz,autobus,A16,1965264,"52.51793433,13.34203819",,Mitte,Hansaviertel,west
Großer Stern,autobus,A16,1965265,"52.51452472,13.34993319",,Mitte,Tiergarten,west
Lützowplatz,autobus,A16,1965266,"52.50502902,13.35182287",,Mitte,Tiergarten,west
Nollendorfplatz,autobus,A16,1965267,"52.49968844,13.35308644",,Tempelhof-Schöneberg,Schöneberg,east
Wiesbadenerstrasse Ecke Südwestkorso,autobus,A16,1965268,"52.47164317,13.31958712",,Charlottenburg-Wilmersdorf,Wilmersdorf,west
Englerallee,autobus,A16,1965269,"52.46361923,13.30489502",,Steglitz-Zehlendorf,Dahlem,west
"Grunewald, Fontanestrasse",autobus,A17,1965270,"52.48728923,13.26380017",,Charlottenburg-Wilmersdorf,Grunewald,west
Hagenplatz,autobus,A17,1965271,"52.48338297,13.26581870",,Charlottenburg-Wilmersdorf,Grunewald,west
Roseneck,autobus,A17,1965272,"52.47580090,13.28241127",,Charlottenburg-Wilmersdorf,Schmargendorf,west
Warnemünderstrasse Ecke Breitestrasse,autobus,A17,1965273,"52.47539579,13.29037056",,Charlottenburg-Wilmersdorf,Schmargendorf,west
U-Bhf. Rüdesheimerplatz,autobus,A17,1965274,"52.47292404,13.31439017",,Charlottenburg-Wilmersdorf,Wilmersdorf,west
Schloßstrasse Ecke Rheinstrasse,autobus,A17,1965275,"52.46496454,13.32848791",,Tempelhof-Schöneberg,Friedenau,west
Rathaus Steglitz,autobus,A17,1965276,"52.45563378,13.32105078",,Steglitz-Zehlendorf,Steglitz,west
Stadtpark,autobus,A17,1965277,"52.44890556,13.33882767",,Steglitz-Zehlendorf,Steglitz,west
Stadion Lichterfelde,autobus,A17,1965278,"52.43867923,13.32505044",,Steglitz-Zehlendorf,Lichterfelde,west
Königsbergerstrasse Ecke Ostpreußendamm,autobus,A17,1965279,"52.43078107,13.31748966",,Steglitz-Zehlendorf,Lichterfelde,west
Oberhoferplatz,autobus,A17,1965280,"52.42432102,13.32837352",,Steglitz-Zehlendorf,Lichterfelde,west
Saaleckplatz,autobus,A17,1965281,"52.41629158,13.32394196",,Steglitz-Zehlendorf,Lichterfelde,west
Sophie-Charlotte-Strasse Ecke Clayallee,autobus,A18,1965282,"52.44594168,13.26781841",,Steglitz-Zehlendorf,Dahlem,west
Scharfestrasse Ecke Clayallee,autobus,A18,1965283,"52.43826689,13.26228604",,Steglitz-Zehlendorf,Zehlendorf,west
Mittelstrasse Ecke Potsdamerstrasse,autobus,A18,1965284,"52.43473692,13.24926053",,Steglitz-Zehlendorf,Zehlendorf,west
Wolzogenstrasse Ecke Potsdamerchaussee,autobus,A18,1965285,"52.43228424,13.23570972",,Steglitz-Zehlendorf,Zehlendorf,west
Spanischeallee Ecke Potsdamerchaussee,autobus,A18,1965286,"52.42958745,13.22402595",,Steglitz-Zehlendorf,Nikolassee,west
Waldfriedhof,autobus,A18,1965287,"52.42599573,13.20924605",,Steglitz-Zehlendorf,Nikolassee,west
Quantzstrasse Ecke Potsdamerchaussee,autobus,A18,1965288,"52.42315874,13.20222949",,Steglitz-Zehlendorf,Nikolassee,west
Kronprinzessinnenweg Ecke Königsstrasse,autobus,A18,1965289,"52.41992383,13.17532264",,Steglitz-Zehlendorf,Wannsee,west
Am Großen Wannsee Ecke Königsstrasse,autobus,A18,1965290,"52.42050256,13.16717980",,Steglitz-Zehlendorf,Wannsee,west
Pfaueninselchaussee Ecke Königsstrasse,autobus,A18,1965291,"52.41883032,13.15301989",,Steglitz-Zehlendorf,Wannsee,west
Stölpchensee,autobus,A18,1965292,"52.40943024,13.14381795",,Steglitz-Zehlendorf,Wannsee,west
Machnowerstrasse Ecke Königsweg,autobus,A18,1965293,"52.39761381,13.14365940",,Steglitz-Zehlendorf,Wannsee,west
Erdenerstrasse Ecke Königsallee,autobus,A19,1965294,"52.49053761,13.27635675",,Charlottenburg-Wilmersdorf,Grunewald,west
Wilmersdorferstrasse Ecke Kurfürstendamm,autobus,A19,1965295,"52.50011662,13.30701429",,Charlottenburg-Wilmersdorf,Charlottenburg,west
Olivaerplatz,autobus,A19,1965296,"52.49997141,13.31297061",,Charlottenburg-Wilmersdorf,Charlottenburg,west
Joachim-Friedrich-Strasse Ecke Kurfürstendamm,autobus,A19,1965297,"52.49797323,13.29620598",,Charlottenburg-Wilmersdorf,Halensee,west
Breitscheidplatz,autobus,A19,1965298,"52.50443806,13.33564616",,Charlottenburg-Wilmersdorf,Charlottenburg,west
Wittenbergplatz,autobus,A19,1965299,"52.50188939,13.34269788",,Tempelhof-Schöneberg,Schöneberg,east
Potsdamerstrasse Ecke Bülowstrasse,autobus,A19,1965300,"52.49781684,13.36203432",,Tempelhof-Schöneberg,Schöneberg,east
Bautzenerstrasse Ecke Yorckstrasse,autobus,A19,1965301,"52.49266114,13.37093569",,Tempelhof-Schöneberg,Schöneberg,east
Katzbachstrasse Ecke Yorckstrasse,autobus,A19,1965302,"52.49156095,13.37674534",,Friedrichshain-Kreuzberg,Kreuzberg,west
Mehringdamm,autobus,A19,1965303,"52.49293918,13.38772030",,Friedrichshain-Kreuzberg,Kreuzberg,west
Flughafen Tempelhof,autobus,A19,1965304,"52.48430845,13.38587202",,Tempelhof-Schöneberg,Tempelhof,west
"Tegelort, Almazeile",autobus,A20,1965305,"52.57056042,13.23019256",,Reinickendorf,Konradshöhe,east
Gerlindeweg Ecke Friederikestrasse,autobus,A20,1965306,"52.57564386,13.22896485",,Reinickendorf,Konradshöhe,east
Falkenplatz,autobus,A20,1965307,"52.58490938,13.22761993",,Reinickendorf,Konradshöhe,east
Freiheitsweg,autobus,A20,1965308,"52.58923448,13.24114056",,Reinickendorf,Tegel,west
Karolinenstrasse Ecke Hermsdorferdamm,autobus,A20,1965309,"52.59678679,13.27666137",,Reinickendorf,Tegel,west
Hatzfeldtallee Ecke Buddestrasse,autobus,A20,1965310,"52.59193118,13.28613645",,Reinickendorf,Tegel,west
Martin-Luther-Friedhaus,autobus,A20,1965311,"52.59837048,13.29834314",,Reinickendorf,Tegel,west
Heiligenseestrasse Ecke Karolinenstrasse,autobus,A20,1965311,"52.59793908,13.27504957",,,,
Freie Scholle,autobus,A20,1965312,"52.59985154,13.30173616",,Reinickendorf,Tegel,west
Waldhornstrasse Ecke Waidmannslusterdamm,autobus,A20,1965313,"52.60286060,13.30810524",,Reinickendorf,Waidmannslust,west
Cyclopstrasse Ecke Waidmannslusterdamm,autobus,A20,1965314,"52.60700630,13.31976899",,Reinickendorf,Waidmannslust,west
Oraniendamm Ecke Waidmannslusterdamm,autobus,A20,1965315,"52.60785131,13.32378768",,Reinickendorf,Waidmannslust,west
Am Vierrutenberg Ecke Zabel-Krüger-Damm,autobus,A20,1965316,"52.61351518,13.34383031",,Reinickendorf,Lübars,east
Lübars Dorfaue,autobus,A20,1965317,"52.62036688,13.35560142",,Reinickendorf,Lübars,east
Wilhelmsruher Damm/Wentowsteig,autobus,A21,1965318,"52.59669616,13.35675334",,Reinickendorf,Märkisches Viertel,east
Oranienburgerstrasse Ecke Wilhelmsruherdamm,autobus,A21,1965319,"52.59547232,13.33299542",,Reinickendorf,Wittenau,west
Alt-Wittenau Ecke Eichborndamm,autobus,A21,1965320,"52.59187978,13.32645958",,Reinickendorf,Wittenau,west
Scharnweberstrasse Ecke Eichborndamm,autobus,A21,1965321,"52.56791784,13.31192345",,Reinickendorf,Reinickendorf,west
Kurt-Schumacher-Platz,autobus,A21,1965322,"52.56343825,13.32713029",,Reinickendorf,Reinickendorf,west
Kaserne Südtor,autobus,A21,1965323,"52.55685970,13.30843424",,Reinickendorf,Tegel,west
Heckerdamm Ecke Kurt-Schumacherdamm,autobus,A21,1965324,"52.53961523,13.29537519",,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,west
Olbersstrasse Ecke Tegeler Weg,autobus,A21,1965325,"52.52931086,13.29629795",,Charlottenburg-Wilmersdorf,Charlottenburg,west
Luisenplatz,autobus,A21,1965326,"52.52005409,13.29951339",,Charlottenburg-Wilmersdorf,Charlottenburg,west
Kantstrasse,autobus,A21,1965327,"52.50678795,13.30232027",,Charlottenburg-Wilmersdorf,Charlottenburg,west
Stuttgarter Platz,autobus,A21,1965328,"52.50551611,13.30292330",,Charlottenburg-Wilmersdorf,Charlottenburg,west
Hohenzollerndamm Ecke Seesenerstrasse,autobus,A21,1965329,"52.48839537,13.30213634",,Charlottenburg-Wilmersdorf,Wilmersdorf,west
"Moabit, Wiebestrasse",autobus,A24,1965330,"52.53119513,13.31906377",,Mitte,Moabit,west
Gotzkowskystrasse Ecke Turmstrasse,autobus,A24,1965331,"52.52718286,13.33057117",,Mitte,Moabit,west
Stromstrasse Ecke Turmstrasse,autobus,A24,1965332,"52.52634184,13.34312496",,Mitte,Moabit,west
Rathenowerstrasse Ecke Turmstrasse,autobus,A24,1965333,"52.52676345,13.35531893",,Mitte,Moabit,west
Alt-Moabit Ecke Rathenowerstrasse,autobus,A24,1965334,"52.52365631,13.35697889",,Mitte,Moabit,west
John-Foster-Dulles Ecke Spreeweg,autobus,A24,1965335,"52.51708970,13.35460979",,Mitte,Tiergarten,west
Tiergartenstrasse Ecke Großer Stern,autobus,A24,1965336,"52.50959121,13.35134335",,Mitte,Tiergarten,west
Potsdamerstrasse Ecke Schöneberger Ufer,autobus,A24,1965337,"52.50581887,13.36824810",,Mitte,Tiergarten,west
Hafenplatz,autobus,A24,1965338,"52.50392084,13.37547988",,Friedrichshain-Kreuzberg,Kreuzberg,west
Askanischer Platz,autobus,A24,1965339,"52.50447897,13.38229547",,Friedrichshain-Kreuzberg,Kreuzberg,west
U-Bhf. Hallesches Tor,autobus,A24,1965340,"52.49791002,13.39130767",,Friedrichshain-Kreuzberg,Kreuzberg,west
Alexandrinenstrasse Ecke Neuenburgerstrasse,autobus,A24,1965341,"52.49946450,13.40038294",,Friedrichshain-Kreuzberg,Kreuzberg,west
Gneisenaustrasse Ecke Zossenerstrasse,autobus,A24,1965342,"52.49156620,13.39439538",,Friedrichshain-Kreuzberg,Kreuzberg,west
Unionplatz,autobus,A25,1965343,"52.53305940,13.33727881",,Mitte,Moabit,west
Gotzkowskystrasse,autobus,A25,1965344,"52.52718721,13.33055093",,Mitte,Moabit,west
Ernst-Reuter-Platz,autobus,A25,1965345,"52.51159182,13.32257153",,Charlottenburg-Wilmersdorf,Charlottenburg,west
Bhf. Zoo,autobus,A25,1965346,"52.50702953,13.33322012",,Charlottenburg-Wilmersdorf,Charlottenburg,west
Kurfürstendamm Ecke Joachimstalerstrasse,autobus,A25,1965347,"52.50382176,13.33132406",,Charlottenburg-Wilmersdorf,Charlottenburg,west
Lietzenburgerstrasse Ecke Joachimstalerstrasse,autobus,A25,1965348,"52.50048518,13.33084620",,Charlottenburg-Wilmersdorf,Charlottenburg,west
Pariserstrasse Ecke Bundesallee,autobus,A25,1965349,"52.49590004,13.33042968",,Charlottenburg-Wilmersdorf,Wilmersdorf,west
Kaisereiche,autobus,A25,1965350,"52.46896806,13.33261489",,Tempelhof-Schöneberg,Friedenau,west
Grazerplatz,autobus,A25,1965351,"52.46731774,13.34764981",,Tempelhof-Schöneberg,Schöneberg,east
Attilaplatz,autobus,A25,1965352,"52.45590180,13.37651250",,Tempelhof-Schöneberg,Tempelhof,west
Tempelhoferdamm Ecke Ordensmeisterstrasse,autobus,A25,1965353,"52.45579861,13.38396352",,Tempelhof-Schöneberg,Tempelhof,west
Gottlieb-Dunkelstrasse Ecke Tempelhofer Weg,autobus,A25,1965354,"52.46050759,13.41797587",,Tempelhof-Schöneberg,Tempelhof,west
Britzerdamm Ecke Tempelhoferweg,autobus,A25,1965355,"52.44889761,13.43620385",,Neukölln,Britz,west
U-Bhf. Parchimerallee,autobus,A25,1965356,"52.44570961,13.44989755",,Neukölln,Britz,west
Grünerweg Ecke Parchimerallee,autobus,A25,1965357,"52.44478076,13.45890602",,Neukölln,Britz,west
Loewenhardtdamm,autobus,A28,1965358,"52.48165790,13.37445329",,Tempelhof-Schöneberg,Tempelhof,west
Kreuzbergstrasse Ecke Katzbachstrasse,autobus,A28,1965359,"52.48940625,13.37669525",,Friedrichshain-Kreuzberg,Kreuzberg,west
Yorckstrasse Ecke Großbeerenstrasse,autobus,A28,1965360,"52.49371348,13.38350221",,Friedrichshain-Kreuzberg,Kreuzberg,west
Mehringdamm Ecke Yorckstrasse,autobus,A28,1965361,"52.49291007,13.38769433",,Friedrichshain-Kreuzberg,Kreuzberg,west
Zossenerstrasse Ecke Gneisenaustrasse,autobus,A28,1965362,"52.49158552,13.39440500",,Friedrichshain-Kreuzberg,Kreuzberg,west
Südstern,autobus,A28,1965363,"52.48895865,13.40781380",,Friedrichshain-Kreuzberg,Kreuzberg,west
Urban-Krankenhaus,autobus,A28,1965364,"52.49346936,13.40624512",,Friedrichshain-Kreuzberg,Kreuzberg,west
U-Bhf. Prinzenstrasse,autobus,A28,1965365,"52.49844154,13.40664384",,Friedrichshain-Kreuzberg,Kreuzberg,west
U-Bhf. Kottbuser Tor,autobus,A28,1965366,"52.49909420,13.41826700",,Friedrichshain-Kreuzberg,Kreuzberg,west
Oranienstrasse Ecke Adalbertstrasse,autobus,A28,1965367,"52.50129319,13.41925515",,Friedrichshain-Kreuzberg,Kreuzberg,west
Mariannenplatz,autobus,A28,1965368,"52.50228674,13.42408623",,Friedrichshain-Kreuzberg,Kreuzberg,west
Köpenickerstrasse Ecke Manteufelstrasse,autobus,A28,1965369,"52.50575155,13.43197089",,Friedrichshain-Kreuzberg,Kreuzberg,west
U-Bhf. Schlesisches Tor,autobus,A28,1965370,"52.50108420,13.44197126",,Friedrichshain-Kreuzberg,Kreuzberg,west
Heckmannufer Ecke Schlesischestrasse,autobus,A28,1965371,"52.49753811,13.44837791",,Friedrichshain-Kreuzberg,Kreuzberg,west
Berkaerstrasse Ecke Teplitzerstrasse,autobus,A29,1965372,"52.48211530,13.28118174",,Charlottenburg-Wilmersdorf,Grunewald,west
Franzensbaderstrasse Ecke Hubertusallee,autobus,A29,1965373,"52.48543154,13.28417080",,Charlottenburg-Wilmersdorf,Grunewald,west
Bismarckplatz,autobus,A29,1965374,"52.49206454,13.28493897",,Charlottenburg-Wilmersdorf,Grunewald,west
Joachim-Friedrichstrasse Ecke Kurfürstendamm,autobus,A29,1965375,"52.49797302,13.29623577",,Charlottenburg-Wilmersdorf,Halensee,west
Uhlandstrasse Ecke Kurfürstendamm,autobus,A29,1965376,"52.50253243,13.32528045",,Charlottenburg-Wilmersdorf,Charlottenburg,west
Joachimstalerstrasse Ecke Kurfürstendamm,autobus,A29,1965377,"52.50383438,13.33138069",,Charlottenburg-Wilmersdorf,Charlottenburg,west
Lützowstrasse Ecke Potsdamerstrasse,autobus,A29,1965378,"52.50309427,13.36566995",,Mitte,Tiergarten,west
Schönebergerstrasse Ecke Hallesches Ufer,autobus,A29,1965379,"52.50192110,13.37690647",,Friedrichshain-Kreuzberg,Kreuzberg,west
Askanischerplatz,autobus,A29,1965380,"52.50447538,13.38235997",,Friedrichshain-Kreuzberg,Kreuzberg,west
U-Bhf. Kochstrasse,autobus,A29,1965381,"52.50669824,13.39050322",,Friedrichshain-Kreuzberg,Kreuzberg,west
Lindenstrasse Ecke Oranienstrasse,autobus,A29,1965382,"52.50708473,13.39830086",,Friedrichshain-Kreuzberg,Kreuzberg,west
U-Bhf. Moritzplatz,autobus,A29,1965383,"52.50366900,13.41055755",,Friedrichshain-Kreuzberg,Kreuzberg,west
Oranienplatz,autobus,A29,1965384,"52.50232371,13.41551013",,Friedrichshain-Kreuzberg,Kreuzberg,west
Nauenerstrasse Ecke Brunsbüttlerdamm,autobus,A31,1965385,"52.53405375,13.18168918",,Spandau,Spandau,west
Magistratsweg Ecke Brunsbüttelerdamm,autobus,A31,1965386,"52.53310161,13.15797587",,Spandau,Staaken,west
Hackbuschstrasse Ecke Torweg,autobus,A31,1965387,"52.53959925,13.15022902",,Spandau,Staaken,west
Heidebergplan,autobus,A31,1965388,"52.54107413,13.14733873",,Spandau,Staaken,west
Gritznerstrasse Ecke Schildhornstrasse,autobus,A32,1965389,"52.46432401,13.31648845",,Steglitz-Zehlendorf,Steglitz,west
Schloßstrasse Ecke Schildhornstrasse,autobus,A32,1965390,"52.46148865,13.32515018",,Steglitz-Zehlendorf,Steglitz,west
"Rathaus Steglitz, Schloßstrasse",autobus,A32,1965391,"52.45638642,13.32015874",,Steglitz-Zehlendorf,Steglitz,west
Kuhligkshofstrasse Ecke Albrechtstrasse,autobus,A32,1965392,"52.45647464,13.32266025",,Steglitz-Zehlendorf,Steglitz,west
Sedanstrasse Ecke Albrechtstrasse,autobus,A32,1965393,"52.45143415,13.33535514",,Steglitz-Zehlendorf,Steglitz,west
Stindestrasse Ecke Albrechtstrasse,autobus,A32,1965394,"52.44812942,13.34011389",,Steglitz-Zehlendorf,Steglitz,west
Bhf. Lankwitz,autobus,A32,1965395,"52.43916666,13.34356778",,Steglitz-Zehlendorf,Lankwitz,west
Malteserstrasse Ecke Paul-Schneider-Strasse,autobus,A32,1965396,"52.43332587,13.35301874",,Steglitz-Zehlendorf,Lankwitz,west
Marchandstraasse Ecke Malteserstrasse,autobus,A32,1965397,"52.42301789,13.35749781",,Steglitz-Zehlendorf,Lankwitz,west
Marienfelderallee Ecke Malteserstrasse,autobus,A32,1965398,"52.41372773,13.36191679",,Tempelhof-Schöneberg,Marienfelde,west
Stegerwaldstrasse Ecke Marienfelderallee,autobus,A32,1965399,"52.42072124,13.36926660",,Tempelhof-Schöneberg,Marienfelde,west
Bahnstrasse Ecke Marienfelderallee,autobus,A32,1965400,"52.42488059,13.37307043",,Tempelhof-Schöneberg,Marienfelde,west
Berlinickestrasse Ecke Albrechtstrasse,autobus,A33,1965401,"52.45613384,13.32388935",,Steglitz-Zehlendorf,Steglitz,west
Handjeryplatz,autobus,A33,1965402,"52.45147899,13.33531014",,Steglitz-Zehlendorf,Steglitz,west
