stop_id,stop_name,type,location,in_lines,identifier,line_name,district,neighborhood,east_west_admin
1965210,Zabel-Krüger-Damm Ecke Oraniendamm,autobus,"52.60785215,13.32378976",,,A12,Reinickendorf,Waidmannslust,west
1965211,Almutstrasse Ecke Berlinerstrasse,autobus,"52.61486970,13.31706314",,,A12,Reinickendorf,Hermsdorf,west
1965212,Hermsdorferdamm Ecke Berlinerstrasse,autobus,"52.62241093,13.31288776",,,A12,Reinickendorf,Hermsdorf,west
1965213,Zeitingerplatz,autobus,"52.63352257,13.29039813",,,A12,Reinickendorf,Frohnau,west
1965214,Donnersmarkplatz,autobus,"52.63014387,13.28046436",,,A12,Reinickendorf,Frohnau,west
1965215,Hainbuchenstrasse Ecke Stolzingstrasse,autobus,"52.63436579,13.27495612",,,A12,Reinickendorf,Frohnau,west
1965216,"Heiligensee, Alt-Heiligensee",autobus,"52.60174637,13.21022269",,,A13,Reinickendorf,Heiligensee,west
1965217,Am Dachsbau Ecke Heiligenseestrasse,autobus,"52.60656467,13.22982450",,,A13,Reinickendorf,Heiligensee,west
1965218,Gabelung,autobus,"52.59988613,13.25204129",,,A13,Reinickendorf,Tegel,west
1965219,Ruppinerchaussee Ecke Heiligenseestrasse,autobus,"52.59792775,13.27502724",,,A13,Reinickendorf,Tegel,west
1965220,U-Bhf. Tegel,autobus,"52.58950313,13.28363072",,,A13,Reinickendorf,Tegel,west
1965221,Bernauerstrasse Ecke Berlinerstrasse,autobus,"52.57632475,13.29471004",,,A13,Reinickendorf,Tegel,west
1965222,Krankenhaus Tegel-Süd,autobus,"52.57573398,13.27874933",,,A13,Reinickendorf,Tegel,west
1965223,Strasse nach Saatwinkel Ecke Bernauerstrasse,autobus,"52.56775987,13.25791205",,,A13,Reinickendorf,Tegel,west
1965224,Paulsternstrasse Ecke Gartenfelderstrasse,autobus,"52.54412196,13.24701046",,,A13,Spandau,Haselhorst,west
1965225,Daumstrasse Ecke Am Juliusturm,autobus,"52.53927882,13.23206301",,,A13,Spandau,Haselhorst,west
1965226,Carl-Schurzstrasse Ecke Am Juliusturm,autobus,"52.53954249,13.20559420",,,A13,Spandau,Spandau,west
1965227,Seeburgerstrasse Ecke Klosterstrasse,autobus,"52.52914199,13.19558478",,,A13,Spandau,Wilhelmstadt,west
1965228,Päwesinerweg Ecke Seeburgerstrasse,autobus,"52.52631959,13.18186001",,,A13,Spandau,Wilhelmstadt,west
1965229,Heerstrasse Ecke Wilhelmstrasse,autobus,"52.51662458,13.17902230",,,A13,Spandau,Wilhelmstadt,west
1965230,Weinmeisterhornweg Ecke Wilhelmstrasse,autobus,"52.51102790,13.17160161",,,A13,Spandau,Wilhelmstadt,west
1965231,Mattenbuder Pfad Ecke Henningsdorferstrasse,autobus,"52.61696711,13.22053385",,,A14,Reinickendorf,Heiligensee,west
1965232,Ruppinerchaussee Ecke Henningsdorferstrasse,autobus,"52.62646800,13.22755031",,,A14,Reinickendorf,Heiligensee,west
1965233,Schulzendorferstrasse Ecke Ruppinerchaussee,autobus,"52.61441645,13.24489068",,,A14,Reinickendorf,Heiligensee,west
1965234,Heiligenseestrasse Ecke Karolinenstrasse,autobus,"52.59793113,13.27502610",,,A14,Reinickendorf,Tegel,west
1965235,Ziekowstrasse Ecke Gorkistrasse,autobus,"52.59058636,13.29210637",,,A14,Reinickendorf,Tegel,west
1965236,"Alt-Wittenau, Rathaus Reinickendorf",autobus,"52.59196651,13.32644524",,,A14,Reinickendorf,Wittenau,west
1965237,Aroserallee Ecke Lindauerallee,autobus,"52.57378753,13.35197104",,,A14,Reinickendorf,Reinickendorf,west
1965238,Kopenhagenerstrasse Ecke Klemkestrasse,autobus,"52.57426441,13.35917869",,,A14,Reinickendorf,Reinickendorf,west
1965239,Klemkestrasse Ecke Sommerstrasse,autobus,"52.57477832,13.37353041",,,A14,Reinickendorf,Reinickendorf,west
1965240,Pankowerallee Ecke Provinzstrasse,autobus,"52.56468480,13.37806280",,,A14,Reinickendorf,Reinickendorf,west
1965241,Osloerstrasse Ecke Drontheimerstrasse,autobus,"52.55645127,13.37705419",,,A14,Mitte,Gesundbrunnen,west
1965242,Pankstrasse Ecke Badstrasse,autobus,"52.55227404,13.38138720",,,A14,Mitte,Gesundbrunnen,west
1965243,U-Bhf. Gesundbrunnen,autobus,"52.54947942,13.38652401",,,A14,Mitte,Gesundbrunnen,west
1965244,Rügenerstrasse Ecke Brunnenstrasse,autobus,"52.54472500,13.39102468",,,A14,Mitte,Gesundbrunnen,west
1965245,Lübarserstrasse Ecke Eichorsterweg,autobus,"52.60279735,13.33575475",,,A15,Reinickendorf,Wittenau,west
1965246,Cyclopstrasse Ecke Oranienburgerstrasse,autobus,"52.59750985,13.33255807",,,A15,Reinickendorf,Wittenau,west
1965247,Alt-Wittenau Ecke Oranienburgerstrasse,autobus,"52.58969313,13.33418093",,,A15,Reinickendorf,Wittenau,west
1965248,Breitenbachstrasse Ecke Eichborndamm,autobus,"52.57783790,13.31483743",,,A15,Reinickendorf,Borsigwalde,west
1965249,Holzhauserstrasse Ecke Breitenbachstrasse,autobus,"52.58199553,13.30545455",,,A15,Reinickendorf,Borsigwalde,west
1965250,Borsigwalderweg Ecke Ecke Conradstrasse,autobus,"52.58481078,13.29793830",,,A15,Reinickendorf,Borsigwalde,west
1965251,Gorkistrasse Ecke Ziekowstrasse,autobus,"52.59056318,13.29198781",,,A15,Reinickendorf,Tegel,west
1965252,Hermsdorferdamm Ecke Karolinenstrasse,autobus,"52.59996370,13.28132933",,,A15,Reinickendorf,Tegel,west
1965253,Schulzendorferstrasse Ecke Hermsdorferdamm,autobus,"52.61058699,13.29550843",,,A15,Reinickendorf,Hermsdorf,west
1965254,Dominikus Krankenhaus,autobus,"52.62619652,13.29449567",,,A15,Reinickendorf,Hermsdorf,west
1965255,Donnersmarckplatz,autobus,"52.63015050,13.28045133",,,A15,Reinickendorf,Frohnau,west
1965256,Zeitlingerplatz,autobus,"52.63352257,13.29039813",,,A15,Reinickendorf,Frohnau,west
1965257,Am Pilz,autobus,"52.64251497,13.30090805",,,A15,Reinickendorf,Frohnau,west
1965258,Invalidensiedlung,autobus,"52.65584642,13.29035793",,,A15,Reinickendorf,Frohnau,west
1965259,Osloerstrasse Ecke Koloniestrasse,autobus,"52.55643380,13.37744264",,,A16,Mitte,Gesundbrunnen,west
1965260,Luise-Schroeder-Platz,autobus,"52.55703815,13.36628643",,,A16,Mitte,Wedding,west
1965261,Virchow-Krankenhaus,autobus,"52.54371513,13.33931792",,,A16,Mitte,Wedding,west
1965262,Fennstrasse Ecke Tegelerstrasse,autobus,"52.53794452,13.36161806",,,A16,Mitte,Wedding,west
1965263,Wilsnackerstrasse Ecke Perlebergerstrasse,autobus,"52.53188508,13.34929041",,,A16,Mitte,Moabit,west
1965264,Hansaplatz,autobus,"52.51793433,13.34203819",,,A16,Mitte,Hansaviertel,west
1965265,Großer Stern,autobus,"52.51452472,13.34993319",,,A16,Mitte,Tiergarten,west
1965266,Lützowplatz,autobus,"52.50502902,13.35182287",,,A16,Mitte,Tiergarten,west
1965267,Nollendorfplatz,autobus,"52.49968844,13.35308644",,,A16,Tempelhof-Schöneberg,Schöneberg,east
1965268,Wiesbadenerstrasse Ecke Südwestkorso,autobus,"52.47164317,13.31958712",,,A16,Charlottenburg-Wilmersdorf,Wilmersdorf,west
1965269,Englerallee,autobus,"52.46361923,13.30489502",,,A16,Steglitz-Zehlendorf,Dahlem,west
1965270,"Grunewald, Fontanestrasse",autobus,"52.48728923,13.26380017",,,A17,Charlottenburg-Wilmersdorf,Grunewald,west
1965271,Hagenplatz,autobus,"52.48338297,13.26581870",,,A17,Charlottenburg-Wilmersdorf,Grunewald,west
1965272,Roseneck,autobus,"52.47580090,13.28241127",,,A17,Charlottenburg-Wilmersdorf,Schmargendorf,west
1965273,Warnemünderstrasse Ecke Breitestrasse,autobus,"52.47539579,13.29037056",,,A17,Charlottenburg-Wilmersdorf,Schmargendorf,west
1965274,U-Bhf. Rüdesheimerplatz,autobus,"52.47292404,13.31439017",,,A17,Charlottenburg-Wilmersdorf,Wilmersdorf,west
1965275,Schloßstrasse Ecke Rheinstrasse,autobus,"52.46496454,13.32848791",,,A17,Tempelhof-Schöneberg,Friedenau,west
1965276,Rathaus Steglitz,autobus,"52.45563378,13.32105078",,,A17,Steglitz-Zehlendorf,Steglitz,west
1965277,Stadtpark,autobus,"52.44890556,13.33882767",,,A17,Steglitz-Zehlendorf,Steglitz,west
1965278,Stadion Lichterfelde,autobus,"52.43867923,13.32505044",,,A17,Steglitz-Zehlendorf,Lichterfelde,west
1965279,Königsbergerstrasse Ecke Ostpreußendamm,autobus,"52.43078107,13.31748966",,,A17,Steglitz-Zehlendorf,Lichterfelde,west
1965280,Oberhoferplatz,autobus,"52.42432102,13.32837352",,,A17,Steglitz-Zehlendorf,Lichterfelde,west
1965281,Saaleckplatz,autobus,"52.41629158,13.32394196",,,A17,Steglitz-Zehlendorf,Lichterfelde,west
1965282,Sophie-Charlotte-Strasse Ecke Clayallee,autobus,"52.44594168,13.26781841",,,A18,Steglitz-Zehlendorf,Dahlem,west
1965283,Scharfestrasse Ecke Clayallee,autobus,"52.43826689,13.26228604",,,A18,Steglitz-Zehlendorf,Zehlendorf,west
1965284,Mittelstrasse Ecke Potsdamerstrasse,autobus,"52.43473692,13.24926053",,,A18,Steglitz-Zehlendorf,Zehlendorf,west
1965285,Wolzogenstrasse Ecke Potsdamerchaussee,autobus,"52.43228424,13.23570972",,,A18,Steglitz-Zehlendorf,Zehlendorf,west
1965286,Spanischeallee Ecke Potsdamerchaussee,autobus,"52.42958745,13.22402595",,,A18,Steglitz-Zehlendorf,Nikolassee,west
1965287,Waldfriedhof,autobus,"52.42599573,13.20924605",,,A18,Steglitz-Zehlendorf,Nikolassee,west
1965288,Quantzstrasse Ecke Potsdamerchaussee,autobus,"52.42315874,13.20222949",,,A18,Steglitz-Zehlendorf,Nikolassee,west
1965289,Kronprinzessinnenweg Ecke Königsstrasse,autobus,"52.41992383,13.17532264",,,A18,Steglitz-Zehlendorf,Wannsee,west
1965290,Am Großen Wannsee Ecke Königsstrasse,autobus,"52.42050256,13.16717980",,,A18,Steglitz-Zehlendorf,Wannsee,west
1965291,Pfaueninselchaussee Ecke Königsstrasse,autobus,"52.41883032,13.15301989",,,A18,Steglitz-Zehlendorf,Wannsee,west
1965292,Stölpchensee,autobus,"52.40943024,13.14381795",,,A18,Steglitz-Zehlendorf,Wannsee,west
1965293,Machnowerstrasse Ecke Königsweg,autobus,"52.39761381,13.14365940",,,A18,Steglitz-Zehlendorf,Wannsee,west
1965294,Erdenerstrasse Ecke Königsallee,autobus,"52.49053761,13.27635675",,,A19,Charlottenburg-Wilmersdorf,Grunewald,west
1965295,Wilmersdorferstrasse Ecke Kurfürstendamm,autobus,"52.50011662,13.30701429",,,A19,Charlottenburg-Wilmersdorf,Charlottenburg,west
1965296,Olivaerplatz,autobus,"52.49997141,13.31297061",,,A19,Charlottenburg-Wilmersdorf,Charlottenburg,west
1965297,Joachim-Friedrich-Strasse Ecke Kurfürstendamm,autobus,"52.49797323,13.29620598",,,A19,Charlottenburg-Wilmersdorf,Halensee,west
1965298,Breitscheidplatz,autobus,"52.50443806,13.33564616",,,A19,Charlottenburg-Wilmersdorf,Charlottenburg,west
1965299,Wittenbergplatz,autobus,"52.50188939,13.34269788",,,A19,Tempelhof-Schöneberg,Schöneberg,east
1965300,Potsdamerstrasse Ecke Bülowstrasse,autobus,"52.49781684,13.36203432",,,A19,Tempelhof-Schöneberg,Schöneberg,east
1965301,Bautzenerstrasse Ecke Yorckstrasse,autobus,"52.49266114,13.37093569",,,A19,Tempelhof-Schöneberg,Schöneberg,east
1965302,Katzbachstrasse Ecke Yorckstrasse,autobus,"52.49156095,13.37674534",,,A19,Friedrichshain-Kreuzberg,Kreuzberg,west
1965303,Mehringdamm,autobus,"52.49293918,13.38772030",,,A19,Friedrichshain-Kreuzberg,Kreuzberg,west
1965304,Flughafen Tempelhof,autobus,"52.48430845,13.38587202",,,A19,Tempelhof-Schöneberg,Tempelhof,west
1965305,"Tegelort, Almazeile",autobus,"52.57056042,13.23019256",,,A20,Reinickendorf,Konradshöhe,east
1965306,Gerlindeweg Ecke Friederikestrasse,autobus,"52.57564386,13.22896485",,,A20,Reinickendorf,Konradshöhe,east
1965307,Falkenplatz,autobus,"52.58490938,13.22761993",,,A20,Reinickendorf,Konradshöhe,east
1965308,Freiheitsweg,autobus,"52.58923448,13.24114056",,,A20,Reinickendorf,Tegel,west
1965309,Karolinenstrasse Ecke Hermsdorferdamm,autobus,"52.59678679,13.27666137",,,A20,Reinickendorf,Tegel,west
1965310,Hatzfeldtallee Ecke Buddestrasse,autobus,"52.59193118,13.28613645",,,A20,Reinickendorf,Tegel,west
1965311,Martin-Luther-Friedhaus,autobus,"52.59837048,13.29834314",,,A20,Reinickendorf,Tegel,west
1965311,Heiligenseestrasse Ecke Karolinenstrasse,autobus,"52.59793908,13.27504957",,,A20,,,
1965312,Freie Scholle,autobus,"52.59985154,13.30173616",,,A20,Reinickendorf,Tegel,west
1965313,Waldhornstrasse Ecke Waidmannslusterdamm,autobus,"52.60286060,13.30810524",,,A20,Reinickendorf,Waidmannslust,west
1965314,Cyclopstrasse Ecke Waidmannslusterdamm,autobus,"52.60700630,13.31976899",,,A20,Reinickendorf,Waidmannslust,west
1965315,Oraniendamm Ecke Waidmannslusterdamm,autobus,"52.60785131,13.32378768",,,A20,Reinickendorf,Waidmannslust,west
1965316,Am Vierrutenberg Ecke Zabel-Krüger-Damm,autobus,"52.61351518,13.34383031",,,A20,Reinickendorf,Lübars,east
1965317,Lübars Dorfaue,autobus,"52.62036688,13.35560142",,,A20,Reinickendorf,Lübars,east
1965318,Wilhelmsruher Damm/Wentowsteig,autobus,"52.59669616,13.35675334",,,A21,Reinickendorf,Märkisches Viertel,east
1965319,Oranienburgerstrasse Ecke Wilhelmsruherdamm,autobus,"52.59547232,13.33299542",,,A21,Reinickendorf,Wittenau,west
1965320,Alt-Wittenau Ecke Eichborndamm,autobus,"52.59187978,13.32645958",,,A21,Reinickendorf,Wittenau,west
1965321,Scharnweberstrasse Ecke Eichborndamm,autobus,"52.56791784,13.31192345",,,A21,Reinickendorf,Reinickendorf,west
1965322,Kurt-Schumacher-Platz,autobus,"52.56343825,13.32713029",,,A21,Reinickendorf,Reinickendorf,west
1965323,Kaserne Südtor,autobus,"52.55685970,13.30843424",,,A21,Reinickendorf,Tegel,west
1965324,Heckerdamm Ecke Kurt-Schumacherdamm,autobus,"52.53961523,13.29537519",,,A21,Charlottenburg-Wilmersdorf,Charlottenburg-Nord,west
1965325,Olbersstrasse Ecke Tegeler Weg,autobus,"52.52931086,13.29629795",,,A21,Charlottenburg-Wilmersdorf,Charlottenburg,west
1965326,Luisenplatz,autobus,"52.52005409,13.29951339",,,A21,Charlottenburg-Wilmersdorf,Charlottenburg,west
1965327,Kantstrasse,autobus,"52.50678795,13.30232027",,,A21,Charlottenburg-Wilmersdorf,Charlottenburg,west
1965328,Stuttgarter Platz,autobus,"52.50551611,13.30292330",,,A21,Charlottenburg-Wilmersdorf,Charlottenburg,west
1965329,Hohenzollerndamm Ecke Seesenerstrasse,autobus,"52.48839537,13.30213634",,,A21,Charlottenburg-Wilmersdorf,Wilmersdorf,west
1965330,"Moabit, Wiebestrasse",autobus,"52.53119513,13.31906377",,,A24,Mitte,Moabit,west
1965331,Gotzkowskystrasse Ecke Turmstrasse,autobus,"52.52718286,13.33057117",,,A24,Mitte,Moabit,west
1965332,Stromstrasse Ecke Turmstrasse,autobus,"52.52634184,13.34312496",,,A24,Mitte,Moabit,west
1965333,Rathenowerstrasse Ecke Turmstrasse,autobus,"52.52676345,13.35531893",,,A24,Mitte,Moabit,west
1965334,Alt-Moabit Ecke Rathenowerstrasse,autobus,"52.52365631,13.35697889",,,A24,Mitte,Moabit,west
1965335,John-Foster-Dulles Ecke Spreeweg,autobus,"52.51708970,13.35460979",,,A24,Mitte,Tiergarten,west
1965336,Tiergartenstrasse Ecke Großer Stern,autobus,"52.50959121,13.35134335",,,A24,Mitte,Tiergarten,west
1965337,Potsdamerstrasse Ecke Schöneberger Ufer,autobus,"52.50581887,13.36824810",,,A24,Mitte,Tiergarten,west
1965338,Hafenplatz,autobus,"52.50392084,13.37547988",,,A24,Friedrichshain-Kreuzberg,Kreuzberg,west
1965339,Askanischer Platz,autobus,"52.50447897,13.38229547",,,A24,Friedrichshain-Kreuzberg,Kreuzberg,west
1965340,U-Bhf. Hallesches Tor,autobus,"52.49791002,13.39130767",,,A24,Friedrichshain-Kreuzberg,Kreuzberg,west
1965341,Alexandrinenstrasse Ecke Neuenburgerstrasse,autobus,"52.49946450,13.40038294",,,A24,Friedrichshain-Kreuzberg,Kreuzberg,west
1965342,Gneisenaustrasse Ecke Zossenerstrasse,autobus,"52.49156620,13.39439538",,,A24,Friedrichshain-Kreuzberg,Kreuzberg,west
1965343,Unionplatz,autobus,"52.53305940,13.33727881",,,A25,Mitte,Moabit,west
1965344,Gotzkowskystrasse,autobus,"52.52718721,13.33055093",,,A25,Mitte,Moabit,west
1965345,Ernst-Reuter-Platz,autobus,"52.51159182,13.32257153",,,A25,Charlottenburg-Wilmersdorf,Charlottenburg,west
1965346,Bhf. Zoo,autobus,"52.50702953,13.33322012",,,A25,Charlottenburg-Wilmersdorf,Charlottenburg,west
1965347,Kurfürstendamm Ecke Joachimstalerstrasse,autobus,"52.50382176,13.33132406",,,A25,Charlottenburg-Wilmersdorf,Charlottenburg,west
1965348,Lietzenburgerstrasse Ecke Joachimstalerstrasse,autobus,"52.50048518,13.33084620",,,A25,Charlottenburg-Wilmersdorf,Charlottenburg,west
1965349,Pariserstrasse Ecke Bundesallee,autobus,"52.49590004,13.33042968",,,A25,Charlottenburg-Wilmersdorf,Wilmersdorf,west
1965350,Kaisereiche,autobus,"52.46896806,13.33261489",,,A25,Tempelhof-Schöneberg,Friedenau,west
1965351,Grazerplatz,autobus,"52.46731774,13.34764981",,,A25,Tempelhof-Schöneberg,Schöneberg,east
1965352,Attilaplatz,autobus,"52.45590180,13.37651250",,,A25,Tempelhof-Schöneberg,Tempelhof,west
1965353,Tempelhoferdamm Ecke Ordensmeisterstrasse,autobus,"52.45579861,13.38396352",,,A25,Tempelhof-Schöneberg,Tempelhof,west
1965354,Gottlieb-Dunkelstrasse Ecke Tempelhofer Weg,autobus,"52.46050759,13.41797587",,,A25,Tempelhof-Schöneberg,Tempelhof,west
1965355,Britzerdamm Ecke Tempelhoferweg,autobus,"52.44889761,13.43620385",,,A25,Neukölln,Britz,west
1965356,U-Bhf. Parchimerallee,autobus,"52.44570961,13.44989755",,,A25,Neukölln,Britz,west
1965357,Grünerweg Ecke Parchimerallee,autobus,"52.44478076,13.45890602",,,A25,Neukölln,Britz,west
1965358,Loewenhardtdamm,autobus,"52.48165790,13.37445329",,,A28,Tempelhof-Schöneberg,Tempelhof,west
1965359,Kreuzbergstrasse Ecke Katzbachstrasse,autobus,"52.48940625,13.37669525",,,A28,Friedrichshain-Kreuzberg,Kreuzberg,west
1965360,Yorckstrasse Ecke Großbeerenstrasse,autobus,"52.49371348,13.38350221",,,A28,Friedrichshain-Kreuzberg,Kreuzberg,west
1965361,Mehringdamm Ecke Yorckstrasse,autobus,"52.49291007,13.38769433",,,A28,Friedrichshain-Kreuzberg,Kreuzberg,west
1965362,Zossenerstrasse Ecke Gneisenaustrasse,autobus,"52.49158552,13.39440500",,,A28,Friedrichshain-Kreuzberg,Kreuzberg,west
1965363,Südstern,autobus,"52.48895865,13.40781380",,,A28,Friedrichshain-Kreuzberg,Kreuzberg,west
1965364,Urban-Krankenhaus,autobus,"52.49346936,13.40624512",,,A28,Friedrichshain-Kreuzberg,Kreuzberg,west
1965365,U-Bhf. Prinzenstrasse,autobus,"52.49844154,13.40664384",,,A28,Friedrichshain-Kreuzberg,Kreuzberg,west
1965366,U-Bhf. Kottbuser Tor,autobus,"52.49909420,13.41826700",,,A28,Friedrichshain-Kreuzberg,Kreuzberg,west
1965367,Oranienstrasse Ecke Adalbertstrasse,autobus,"52.50129319,13.41925515",,,A28,Friedrichshain-Kreuzberg,Kreuzberg,west
1965368,Mariannenplatz,autobus,"52.50228674,13.42408623",,,A28,Friedrichshain-Kreuzberg,Kreuzberg,west
1965369,Köpenickerstrasse Ecke Manteufelstrasse,autobus,"52.50575155,13.43197089",,,A28,Friedrichshain-Kreuzberg,Kreuzberg,west
1965370,U-Bhf. Schlesisches Tor,autobus,"52.50108420,13.44197126",,,A28,Friedrichshain-Kreuzberg,Kreuzberg,west
1965371,Heckmannufer Ecke Schlesischestrasse,autobus,"52.49753811,13.44837791",,,A28,Friedrichshain-Kreuzberg,Kreuzberg,west
1965372,Berkaerstrasse Ecke Teplitzerstrasse,autobus,"52.48211530,13.28118174",,,A29,Charlottenburg-Wilmersdorf,Grunewald,west
1965373,Franzensbaderstrasse Ecke Hubertusallee,autobus,"52.48543154,13.28417080",,,A29,Charlottenburg-Wilmersdorf,Grunewald,west
1965374,Bismarckplatz,autobus,"52.49206454,13.28493897",,,A29,Charlottenburg-Wilmersdorf,Grunewald,west
1965375,Joachim-Friedrichstrasse Ecke Kurfürstendamm,autobus,"52.49797302,13.29623577",,,A29,Charlottenburg-Wilmersdorf,Halensee,west
1965376,Uhlandstrasse Ecke Kurfürstendamm,autobus,"52.50253243,13.32528045",,,A29,Charlottenburg-Wilmersdorf,Charlottenburg,west
1965377,Joachimstalerstrasse Ecke Kurfürstendamm,autobus,"52.50383438,13.33138069",,,A29,Charlottenburg-Wilmersdorf,Charlottenburg,west
1965378,Lützowstrasse Ecke Potsdamerstrasse,autobus,"52.50309427,13.36566995",,,A29,Mitte,Tiergarten,west
1965379,Schönebergerstrasse Ecke Hallesches Ufer,autobus,"52.50192110,13.37690647",,,A29,Friedrichshain-Kreuzberg,Kreuzberg,west
1965380,Askanischerplatz,autobus,"52.50447538,13.38235997",,,A29,Friedrichshain-Kreuzberg,Kreuzberg,west
1965381,U-Bhf. Kochstrasse,autobus,"52.50669824,13.39050322",,,A29,Friedrichshain-Kreuzberg,Kreuzberg,west
1965382,Lindenstrasse Ecke Oranienstrasse,autobus,"52.50708473,13.39830086",,,A29,Friedrichshain-Kreuzberg,Kreuzberg,west
1965383,U-Bhf. Moritzplatz,autobus,"52.50366900,13.41055755",,,A29,Friedrichshain-Kreuzberg,Kreuzberg,west
1965384,Oranienplatz,autobus,"52.50232371,13.41551013",,,A29,Friedrichshain-Kreuzberg,Kreuzberg,west
1965385,Nauenerstrasse Ecke Brunsbüttlerdamm,autobus,"52.53405375,13.18168918",,,A31,Spandau,Spandau,west
1965386,Magistratsweg Ecke Brunsbüttelerdamm,autobus,"52.53310161,13.15797587",,,A31,Spandau,Staaken,west
1965387,Hackbuschstrasse Ecke Torweg,autobus,"52.53959925,13.15022902",,,A31,Spandau,Staaken,west
1965388,Heidebergplan,autobus,"52.54107413,13.14733873",,,A31,Spandau,Staaken,west
1965389,Gritznerstrasse Ecke Schildhornstrasse,autobus,"52.46432401,13.31648845",,,A32,Steglitz-Zehlendorf,Steglitz,west
1965390,Schloßstrasse Ecke Schildhornstrasse,autobus,"52.46148865,13.32515018",,,A32,Steglitz-Zehlendorf,Steglitz,west
1965391,"Rathaus Steglitz, Schloßstrasse",autobus,"52.45638642,13.32015874",,,A32,Steglitz-Zehlendorf,Steglitz,west
1965392,Kuhligkshofstrasse Ecke Albrechtstrasse,autobus,"52.45647464,13.32266025",,,A32,Steglitz-Zehlendorf,Steglitz,west
1965393,Sedanstrasse Ecke Albrechtstrasse,autobus,"52.45143415,13.33535514",,,A32,Steglitz-Zehlendorf,Steglitz,west
1965394,Stindestrasse Ecke Albrechtstrasse,autobus,"52.44812942,13.34011389",,,A32,Steglitz-Zehlendorf,Steglitz,west
1965395,Bhf. Lankwitz,autobus,"52.43916666,13.34356778",,,A32,Steglitz-Zehlendorf,Lankwitz,west
1965396,Malteserstrasse Ecke Paul-Schneider-Strasse,autobus,"52.43332587,13.35301874",,,A32,Steglitz-Zehlendorf,Lankwitz,west
1965397,Marchandstraasse Ecke Malteserstrasse,autobus,"52.42301789,13.35749781",,,A32,Steglitz-Zehlendorf,Lankwitz,west
1965398,Marienfelderallee Ecke Malteserstrasse,autobus,"52.41372773,13.36191679",,,A32,Tempelhof-Schöneberg,Marienfelde,west
1965399,Stegerwaldstrasse Ecke Marienfelderallee,autobus,"52.42072124,13.36926660",,,A32,Tempelhof-Schöneberg,Marienfelde,west
1965400,Bahnstrasse Ecke Marienfelderallee,autobus,"52.42488059,13.37307043",,,A32,Tempelhof-Schöneberg,Marienfelde,west
1965401,Berlinickestrasse Ecke Albrechtstrasse,autobus,"52.45613384,13.32388935",,,A33,Steglitz-Zehlendorf,Steglitz,west
1965402,Handjeryplatz,autobus,"52.45147899,13.33531014",,,A33,Steglitz-Zehlendorf,Steglitz,west
1965403,Heinrich-Seidelstrasse Ecke Steglitzerdamm,autobus,"52.45020464,13.34509572",,,A33,Steglitz-Zehlendorf,Steglitz,west
1965404,S-Bhf. Südende,autobus,"52.44902461,13.35443762",,,A33,Steglitz-Zehlendorf,Steglitz,west
1965405,Steglitzerdamm Ecke Attilastrasse,autobus,"52.44676905,13.36072241",,,A33,Steglitz-Zehlendorf,Steglitz,west
1965406,Kaiser-/Ringstrasse,autobus,"52.44448052,13.37222908",,,A33,Tempelhof-Schöneberg,Mariendorf,west
1965407,Rathausstrasse Ecke Kaiserstrasse,autobus,"52.44526215,13.37948232",,,A33,Tempelhof-Schöneberg,Mariendorf,west
1965408,Kaiserstrasse Ecke Mariendorferdamm,autobus,"52.44556286,13.38580057",,,A33,Tempelhof-Schöneberg,Mariendorf,west
1965409,"Spandau, Friedhof",autobus,"52.55313629,13.17967445",,,A34,Spandau,Falkenhagener Feld,west
1965410,Pionierstrasse Ecke Zeppelinstrasse,autobus,"52.55150025,13.18552122",,,A34,Spandau,Falkenhagener Feld,west
1965411,Askanierring Ecke Falkenhagenerstrasse,autobus,"52.54892650,13.19348270",,,A34,Spandau,Spandau,west
1965412,"Spandau, Hafenplatz",autobus,"52.54215888,13.20604486",,,A34,Spandau,Spandau,west
1965413,Wilhelmstrasse Ecke Klosterstrasse,autobus,"52.52916945,13.19565266",,,A34,Spandau,Wilhelmstadt,west
1965414,Adamstrasse Ecke Pichelsdorferstrasse,autobus,"52.52107038,13.19779651",,,A34,Spandau,Wilhelmstadt,west
1965415,Heerstrasse Ecke Pichelsdorferstrasse,autobus,"52.51306304,13.19689712",,,A34,Spandau,Wilhelmstadt,west
1965416,Weinmeisterhornweg Ecke Gatowerstrasse,autobus,"52.50926294,13.18033740",,,A34,Spandau,Wilhelmstadt,west
1965417,Ortsgrenze Gatow,autobus,"52.49816017,13.18001442",,,A34,Spandau,Gatow,west
1965418,"Gatow, Kirche",autobus,"52.48684681,13.18215148",,,A34,Spandau,Gatow,west
1965419,Großglienickerweg Ecke Kladowerdamm,autobus,"52.48313296,13.18267729",,,A34,Spandau,Gatow,west
1965420,Krankenhaus Hohengatow,autobus,"52.47044988,13.16939160",,,A34,Spandau,Gatow,west
1965421,Krankenhaus Havelhöhe,autobus,"52.46291933,13.15899083",,,A34,Spandau,Kladow,west
1965422,Alt-Kladow Ecke Kladowerdamm,autobus,"52.45345793,13.14387535",,,A34,Spandau,Kladow,west
1965423,Schweizerhaus,autobus,"52.46175022,13.13357880",,,A34,Spandau,Kladow,west
1965424,Gutshof,autobus,"52.47510904,13.12071054",,,A34,Spandau,Kladow,west
1965425,Alt-Gatow,autobus,"52.48331436,13.18269333",,,A34 E,Spandau,Gatow,west
