stop_id,stop_name,type,location,in_lines,identifier,stop_description
19630,"Ahrensfelde, Kirche",Autobus,"52.57532251281871, 13.576456279814597",['A 46'],,
19631,Alexanderplatz,u-bahn,"52.5214,13.4119","['E', 'A']",Q17173458,
19632,"Alexanderplatz, Grunerstrasse",Omnibus,"52.52008326268696, 13.41408418961877",['1'],,
19633,"Alexanderplatz, Grunerstrasse",strassenbahn,"52.52008326268696, 13.41408418961877",['71'],,
19634,"Alexanderplatz, Leninallee",strassenbahn,"52.522103158947594, 13.416511130432587","['69', '64']",,
19635,"Alexanderplatz, Memhardstrasse",strassenbahn,"52.5233439,13.4110773","['22', '1', '11'], ['82', '74', '63', '71', '72']","Q65227406, Q65227406",
19636,"Alt-Biesdorf, Oberfelderstrasse",Autobus,"52.50918606891929, 13.553347058493491",['A 8'],,
19637,"Alt-Biesdorf, Oberfeldstrasse",Omnibus,"52.50918606891929, 13.553347058493491",['O 37'],,
19638,Alt-Friedrichsfelde/Am Tierpark,Autobus,"52.5097025850849, 13.518832511815527","['A 43', 'A 8']",,
19639,Alt-Friedrichsfelde/Am Tierpark,Omnibus,"52.5097025850849, 13.518832511815527",['O 37'],,
196310,Alt-Friedrichsfele/Am Tierpark,strassenbahn,"52.50914093654053, 13.518129930582422",['69'],,
196311,"Alt-Karow, Bahnhofstrasse",Autobus,"52.60931228539711, 13.481265848599735",['A 42'],,
196312,"Alt-Marzahn, Kirche",Omnibus,"52.542423454435976, 13.564061751343658",['O 37'],,
196313,Alt-Schmöckwitz,Autobus,"52.37536708814027, 13.649399886968025","['Schmöckwitz - Ziegenhals', 'Schmöckwitz - Eichwalde']",,
196314,Alt-Schmöckwitz,strassenbahn,"52.3752767,13.649549",['86'],Q66459540,
196315,"Altglienicke, Am Falkenberg",strassenbahn,"52.41079970042163, 13.570452931545786",['84'],,
196316,"Altglienicke, Kirche",Autobus,"52.421845729296805, 13.539407702079252",['A 23'],,
196317,"Altglienicke, Kirche",strassenbahn,"52.421845729296805, 13.539407702079252",['84'],,
196318,Am Kupfergraben,strassenbahn,"52.5194208,13.3953839","['70', '46', '11']",Q65055027,
196319,Am Rosenhag,Autobus,"52.52474356253909, 13.621775828105108","['A 44', 'A 44 E']",,
196320,Am Steinberg,Autobus,"52.55648144940878, 13.429306764151775","['A 45', 'A 42']",,
196321,Am Steinberg,strassenbahn,"52.5585796,13.4333751",['71'],Q65103320,
196322,Am Steinberg/Thulestrasse,Autobus,"52.55644689291127, 13.429226457898798",['A 55'],,
196323,Andreasstrasse,Omnibus,"52.51797306914227, 13.432895480772247",['O 30'],,
196324,Antonplatz,strassenbahn,"52.5484803,13.4517416","['70', '72', '74', '3']",Q65548849,
196325,Arnswalder Platz,Autobus,"52.53376530892205, 13.438121296337357",['A 9'],,
196326,Bahnhof Lichtenberg (Zentralfriedhof),u-bahn,"52.510556,13.496389",['E'],Q3831986,
196327,Bahnhofstrasse,strassenbahn,"52.59633,13.432876",['49'],Q66192394,
196328,Bahnhofstrasse Ecke Lindenstrasse,Autobus,"52.45096281111, 13.572146868709519",['A 27'],,
196329,Bahnhofstrasse Ecke Lindenstrasse,strassenbahn,"52.4505094,13.572684","['84', '87', '86']",Q66095701,
196330,Bahnhofstrasse/Lindenstrasse,strassenbahn,"52.4505094,13.572684",['83'],Q66095701,
196331,Baumschulenstrasse,Autobus,"52.460823690124585, 13.503654622533428",['A 47'],,
196332,Baumschulenstrasse,strassenbahn,"52.46085478943951, 13.481376331759526","['87', '92', '95']",,
196333,Bersarinplatz,strassenbahn,"52.519215,13.4525257","['13', '4']",Q65706258,
196334,Bersarinstrasse Ecke Leninallee,strassenbahn,"52.52637416456414, 13.447600391274861",['63'],,
196335,Bf. Siegfriedstrasse,Omnibus,"52.520558278471135, 13.49943441740371","['O 30', 'O 37']",,
196336,Bf. Siegfriedstrasse,strassenbahn,"52.52557752899851, 13.49972478101036",['69'],,
196337,Bhf. Eichwalde,Autobus,"52.371950560017005, 13.614447144096058",['Schmöckwitz - Eichwalde'],,
196338,Bhf. Friedrichstrasse,Autobus,"52.5205606637086, 13.388231915342985","['A 57', 'A 9', 'A 59']",,
196339,Bhf. Friedrichstrasse,strassenbahn,"52.5192805,13.3884107","['11'], ['70', '46']","Q65095382, Q65095382",
196340,Bhf. Lichtenberg,Omnibus,"52.5442346,13.4687215","['O 30', 'O 37']",Q65939077,
196341,Bhf. Lichtenberg,strassenbahn,"52.5123603,13.4977547",['69'],Q66013733,
196342,Bhf. Schönefeld,Autobus,"52.38192403313463, 13.511545079208773","['A Z', 'A 24']",,
196343,Bhf. Schöneweide,Autobus,"52.45374952013775, 13.510200397684477","['A 47', 'A 26']",,
196344,Bhf. Schöneweide,strassenbahn,"52.4553413,13.5110449","['69', '92', '95']",Q65950245,
196345,"Bhf. Schöneweide, Brückenstrasse",strassenbahn,"52.45648404130997, 13.509984392000785",['87'],,
196346,Björnsonstrasse Ecke Ibsenstrasse,strassenbahn,"52.55438588228195, 13.40316116759326",['3'],,
196347,"Blankenburg, Bahnhofstrasse",Autobus,"52.591380472079955, 13.453512267562314",['A 42'],,
196348,Blankenburger Strasse,strassenbahn,"52.58856735400595, 13.430204947038318",['49'],,
196349,"Blankenfelde, Hauptstrasse",Autobus,"52.63002534735451, 13.38262328371393",['A 7'],,
196350,Blumenstrasse,Autobus,"52.44932599725309, 13.759715132008731",['S-Bhf. Rahnsdorf - Woltersdorfer Schleuse'],,
196351,"Bohnsdorf, Kirche",Autobus,"52.39948771402893, 13.555574431978044",['A 36'],,
196352,"Bohnsdorf, Waldstrasse",Autobus,"52.389397192754984, 13.570666562153916",['A 38'],,
196353,Bornholmer Strasse Ecke Schönhauser Alle,strassenbahn,"52.553700502372415, 13.414415773259165",['22'],,
196354,Bornholmer Strasse Ecke Schönhauser Allee,strassenbahn,"52.5537705,13.4138898","['46'], ['49']","Q65076842, Q65076842",
196355,Boxhagenerstrasse Ecke Holteistrasse,Omnibus,"52.508613193309614, 13.466277189422302",['O 30'],,
196356,Boxhagenerstrasse Ecke Holteistrasse,strassenbahn,"52.5088235,13.465969",['13'],"Q65675805, Q65675805",
196357,Breslauerstrasse Ecke Andreasstrasse,strassenbahn,"52.51112572772843, 13.430544216648766",['1'],,
196358,Brunnenstrasse Ecke Invalidenstrasse,strassenbahn,"52.5324542,13.3974236","['1', '11'], ['82', '70', '46']","Q65691740, Q65691740",
196359,"Buch, Kiesgruben",Autobus,"52.641758052786535, 13.515964627443202",['A 42'],,
196360,"Bucholz, Elfenallee",strassenbahn,"52.60622577373445, 13.436532929306946",['49'],,
196361,"Bucholz, Hauptstrasse",strassenbahn,"52.60726996020294, 13.433394005316927",['49'],,
196362,Buschallee,strassenbahn,"52.553924140794436, 13.467529287034905",['72'],,
196363,Buschallee Ecke Klement-Gottwald-Allee,Autobus,"52.55387173520125, 13.467543412166556",['A 46'],,
196364,Buschallee/K.-Gottwald-Allee,strassenbahn,"52.553924140794436, 13.467529287034905",['70'],,
196365,"Bölschestrasse, Brauerei",strassenbahn,"52.44699265840037, 13.624251999339991","['84', '87']",,
196366,Bürgerwäldchen,strassenbahn,"52.48924332057368, 13.606368760127548",['83'],Q66364551,
196367,Bürknersfelde,Autobus,"52.538889807153126, 13.534159376784622",['A 43'],,
196368,Bürknersfelde,Omnibus,"52.538889807153126, 13.534159376784622",['O 37'],,
196369,Charlottenstrasse,strassenbahn,"52.51050786460274, 13.391831492474326",['72'],,
196370,Chemische Fabrik,strassenbahn,"52.42696432509712, 13.573540465650169",['86'],,
196371,Chemnitzer Strasse/Alt-Kaulsdorf,Autobus,"52.5051288553116, 13.581585054064426",['A 27'],,
196372,Chemnitzerstrasse Ecke Ulmenstrasse,Autobus,"52.487292887135375, 13.574950596463296",['A 8'],,
196373,Degnerstrasse,strassenbahn,"52.54488036635163, 13.493949954029993",['63'],,
196374,Degnerstrasse,strassenbahn,"52.54489445227284, 13.493984825262666",['64'],,
196375,Dimitroffstrasse,u-bahn,"52.541666666667,13.412222222222",['A'],Q571382,
196376,Dimitroffstrasse Ecke Bötzowstrasse,Autobus,"52.53414393000563, 13.437397675986524",['A 9'],,
196377,Dimitroffstrasse Ecke Greifswalderstrasse,strassenbahn,"52.53616928671014, 13.433023161244224",['74'],,
196378,Dimitroffstrasse Ecke Leninallee,strassenbahn,"52.5259343,13.4462368","['64'], ['69', '63']","Q65553230, Q65553230",
196379,Dimitroffstrasse Ecke Prenzlauer Allee,strassenbahn,"52.539226902813354, 13.424209201692193","['72', '71']",,
196380,Dimitroffstrasse/Leninallee,Omnibus,"52.52644398829154, 13.447645022319072",['O 37'],,
196381,Dingelstädter Strasse,Omnibus,"52.53587676296107, 13.522058626010088",['O 37'],,
196382,Dorfaue,Autobus,"52.47886105131975, 13.70053232372426","['S-Bhf. Friedrichshagen - Rüdersdorf, Karl-Marx-Platz']",,
196383,Dönhoffplatz,strassenbahn,"52.509950568117645, 13.398144081918815",['64'],,
196384,Eberswalderstrasse Ecke Oderberger Strasse,strassenbahn,"52.54061076763243, 13.404559930731686","['13', '4']",",",
196385,Ebertystrasse Ecke Leninallee,Omnibus,"52.52722237261361, 13.450799684654514",['O 30'],,
196386,Edisonstrasse Ecke An der Wuhlheide,strassenbahn,"52.468743401601294, 13.514467987195852","['82', '95']",,
196387,Ehrenmal,Autobus,"52.57958419912971, 13.375974716701414","['A 55', 'A 58', 'A 45']",,
196388,Ehrlichstrasse Ecke Treskowallee,strassenbahn,"52.47856329184395, 13.524546995527436",['82'],,
196389,Eichbuschallee,Autobus,"52.47574296676633, 13.487312571777435",['A 47'],,
196390,Eichbuschplatz,Autobus,"52.39366126137233, 13.582046308470128",['A 38'],,
196391,Eichendamm,Autobus,"52.45563928691219, 13.730601143973864",['S-Bhf. Rahnsdorf - Woltersdorfer Schleuse'],,
196392,"Eichwalde, Uhlandstrasse",Autobus,"52.372634587228696, 13.62680242919348",['Schmöckwitz - Eichwalde'],,
196393,Elisabethstrasse,Omnibus,"52.53409533705918, 13.55949915809485",['O 37'],,
196394,Elsenstrasse/S-Bhf. Treptower Park,strassenbahn,"52.49175631513716, 13.457761342155928","['87', '92']",,
196395,Elsässer Strasse,Autobus,"52.63337294510061, 13.345103420124245",['A 7'],,
196396,Fahlenbergstrasse/Fürstenwalder Allee,Autobus,"52.431470149043314, 13.718708856639706",['A 22'],,
196397,Falkenberger Chaussee,Autobus,"52.565814225343445, 13.511924619006814",['A 39'],,
196398,Falkenbergerstrasse Ecke Wartenberger Strasse,strassenbahn,"52.55036672097044, 13.509915032138812",['63'],,
196399,Fasanenstrasse,Autobus,"52.45303125634222, 13.744280675634114",['S-Bhf. Rahnsdorf - Woltersdorfer Schleuse'],,
1963100,Feldtmannstrasse,Autobus,"52.56401588379611, 13.46980857664685",['A 46'],,
1963101,"Fichtenau, Stadtgrenze",Autobus,"52.45479242349705, 13.701499962608066",['A 22'],,
1963102,Fichtestrasse Ecke Schopenhauerstrasse,Autobus,"52.47979924975105, 13.617292306977053",['A 8'],,
1963103,Frankfurter Tor,strassenbahn,"52.5153903,13.4540172","['13', '4']",Q65706246,
1963104,Frankfurter Tor,u-bahn,"52.515833333333,13.454166666667",['E'],Q568627,
1963105,Freibad Grünau,strassenbahn,"52.4086224,13.604455",['86'],Q66489598,
1963106,Friedrich-Junge-Strasse,Autobus,"52.49382897072681, 13.471572865851856",['A 82 P'],,
1963107,Friedrichsfelde (Tierpark),u-bahn,"52.506111111111,13.512777777778",['E'],Q429781,
1963108,"Friedrichshagen, Wasserwerk",strassenbahn,"52.4560563,13.6419956",['84'],Q66362601,
1963109,Friedrichstrasse Ecke Unter den Linden,Autobus,"52.51718498081941, 13.388821428784585","['A 57'], ['A 9']",", ",
1963110,Galenusstrasse/ Krankenhaus Pankow,strassenbahn,"52.58161537149107, 13.428740729800658",['49'],,
1963111,Gartenstadtweg,Autobus,"52.412313913821045, 13.56660267841369",['A 36'],,
1963112,Genslerstrasse/Siegfriedstrasse,Omnibus,"52.53419051284018, 13.497014225567375",['O 37'],,
1963113,"Glienicke, Kirche",Autobus,"52.63062737184449, 13.312861916755343",['A 7'],,
1963114,Goethestrasse,Autobus,"52.40437395250698, 13.406194791584095",['S-Bhf. Rahnsdorf - Woltersdorfer Schleuse'],,
1963115,Greifswalder Strasse,Autobus,"52.53002871375482, 13.62681794411932",['A 44'],,
1963116,Greifswalder Strasse,strassenbahn,"52.5364975,13.4334045",['4'],Q65548960,
1963117,Greifswalder Strasse Ecke Dimitroffstrasse,strassenbahn,"52.5364975,13.4334045",['13'],Q65548960,
1963118,Greifswalder Strasse Ecke Hönower Strasse,Autobus,"52.53002871375482, 13.62681794411932",['A 44 E'],,
1963119,Greifswalderstrasse Ecke Dimitroffstrasse,Omnibus,"52.5362177572407, 13.433017500945247",['O 30'],,
1963120,Grottkauer Strasse,Autobus,"52.52747689361331, 13.606500303391726",['A 49'],,
1963121,Groß Ziethen,Autobus,"52.41404104155547, 13.438879163306126",['A Z'],,
1963122,Große Präsidentenstrasse,strassenbahn,"52.52326345734971, 13.401134586268517","['63', '49']",,
1963123,Grünberger Strasse,strassenbahn,"52.5122359,13.452609",['4'],Q65706239,
1963124,Gustav-Adolf-Strasse Ecke Rennbahnstrasse,Autobus,"52.562178269666816, 13.454275093038184",['A 55'],,
1963125,Güteraußenring,Autobus,"52.599887239389226, 13.469297130431492",['A 42'],,
1963126,Güterbahnhof Springpfuhl,Autobus,"52.52561231977731, 13.533687321893124",['A 43'],,
1963127,Hackescher Markt,strassenbahn,"52.522700593509725, 13.401605863643521","['69', '63', '49']",Q65094590,
1963128,Hamburger Platz,Autobus,"52.555394187589414, 13.438973139463632","['A 56', 'A 55']",,
1963129,Hannoversche Strasse,strassenbahn,"52.52716496126181, 13.387046759579254",['1'],,
1963130,Hauptstrasse Ecke Edelweißstrasse,Autobus,"52.586379262142074, 13.36752938856218","['A 55', 'A 45']",,
1963131,Hauptstrasse Ecke Hertzstrasse,Autobus,"52.58936172371789, 13.369900800420519",['A 58'],,
1963132,Hauptstrasse/Berliner Strasse,strassenbahn,"52.54899316592503, 13.501757745807819","['63'], ['64']",", ",
1963133,Hauptstrasse/Suermondstrasse,strassenbahn,"52.54899316592503, 13.501757745807819",['70'],,
1963134,"Heinersdorf, Kirche",Autobus,"52.568251990817764, 13.440484539756532",['A 42'],,
1963135,"Heinersdorf, Kirche",strassenbahn,"52.5686908,13.4389053",['71'],Q65096107,
1963136,"Heinersdorf, Romain-Rolland-Strasse",strassenbahn,"52.5725511,13.4371063",['71'],Q65096052,
1963137,Heinersdorf/Kirche,Autobus,"52.56826376476754, 13.440601903603064",['A 55'],,
1963138,Heinrich-Heine-Strasse,strassenbahn,"52.51099529411967, 13.416420239383946",['64'],,
1963139,Heinrich-Heine-Strasse Ecke Schmidtstrasse,strassenbahn,"52.510985527920624, 13.416475371446467",['11'],,
1963140,Heinrich-Mann-Platz,Autobus,"52.57297246262195, 13.392146133350426","['A 55', 'A 58', 'A 45']",,
1963141,"Hessenwinkel, Lindenstrasse",Autobus,"52.42653518647879, 13.728458969026482",['A 22'],,
1963142,Hirschgarten,strassenbahn,"52.4518533,13.6006245","['84', '87']",Q66360740,
1963143,Hirtestrasse,strassenbahn,"52.4590446,13.5838302",['86'],Q66459446,
1963144,Hochschule für Ökonomie,strassenbahn,"52.4927681,13.5266059",['69'],Q65952866,
1963145,"Hohenschönhausen, Falkenberger Strasse",Autobus,"52.550229554941964, 13.509585042301534",['A 39'],,
1963146,"Hohenschönhausen, Falkenberger Strasse",strassenbahn,"52.5508672,13.5094994","['70', '64']",Q65555882,
1963147,"Hohenschönhausen, Gartenstadt",strassenbahn,"52.5508672,13.5094994",['63'],Q65555882,
1963148,Hohenschönhauser Strasse,strassenbahn,"52.5359329,13.4729468",['3'],Q65553684,
1963149,Holteistrasse Ecke Boxhagener Strasse,strassenbahn,"52.5088235,13.465969",['3'],Q65675805,
1963150,Hultschiner Damm,Autobus,"52.47711373957008, 13.600598140620137",['A 8'],,
1963151,Humannplatz,strassenbahn,"52.5493627,13.4213646",['70'],Q65962652,
1963152,"Hönow, Dorfstrasse",Autobus,"52.54884927869554, 13.63648687804691",['A 44'],,
1963153,Invalidenstrasse Ecke Chausseestrasse,Autobus,"52.530584371359055, 13.383078391497033",['A 59'],,
1963154,Invalidenstrasse Ecke Chausseestrasse,strassenbahn,"52.5304158,13.3827302",['82'],Q65552697,
1963155,Joachimstrasse,Autobus,"52.40316589631168, 13.57664158970399",['A 38'],,
1963156,"Johannisthal, Haeckelstrasse",strassenbahn,"52.4402944,13.5052638",['69'],Q66225573,
1963157,Johannisthaler Chaussee,Autobus,"52.45136033294721, 13.488299619950027",['A 47'],,
1963158,Jüdenstrasse,strassenbahn,"52.51609564053117, 13.410616931384226",['71'],,
1963159,Kali-Chemie,strassenbahn,"52.46329854840191, 13.499789773217568","['87', '92', '95']",,
1963160,Karl-Marx-Allee,Omnibus,"52.51831920404112, 13.430003655626638",['O 40'],,
1963161,Karlshorster Strasse,strassenbahn,"52.502334098187674, 13.475466875195085",['13'],,
1963162,Karolinenhof Mitte,strassenbahn,"52.39176095915858, 13.634654256792825",['86'],,
1963163,Karower Strasse/Alt-Buch,Autobus,"52.6353147366511, 13.49919747411447",['A 42'],,
1963164,"Kaulsdorf, Bausdorfstrasse",Autobus,"52.51256368150751, 13.601906818686038",['A 49'],,
1963165,Kienbergstrasse,Autobus,"52.37533197787343, 13.541625075853752",['A 24'],,
1963166,Klein Ziethen,Autobus,"52.379580499215606, 13.44656986522325",['A Z'],,
1963167,Klement-Gottwald-Allee,strassenbahn,"52.55207481375682, 13.465630856253787",['3'],,
1963168,Klement-Gottwald-Allee Ecke Rennbahnstrasse,Autobus,"52.55694652931542, 13.466966083751453",['A 55'],",",
1963169,Klement-Gottwald-Allee/Rennbahnstrasse,Autobus,"52.55694573710591, 13.46690169748388","['A 46', 'A 45']",,
1963170,Klement-Gottwald-Allee/Rennbahnstrasse,strassenbahn,"52.55698366082651, 13.466917794929422",['72'],,
1963171,"Klingenberg, Blockdammweg",strassenbahn,"52.4842462,13.5104609",['13'],Q66085182,
1963172,Klosterstrasse,Omnibus,"52.51798604342281, 13.412126746747086",['O 30'],,
1963173,Klosterstrasse,u-bahn,"52.516111111111, 13.412222222222",['A'],Q657893,
1963174,Kniprodestrasse,strassenbahn,"52.5325286,13.4406868",['4'],Q65707391,
1963175,Kniprodestrasse Ecke Dimitroffstrasse,strassenbahn,"52.53212517120371, 13.441486830298444",['13'],,
1963176,Kniprodestrasse/Ermländische Strasse,Autobus,"52.53412263578274, 13.444622763935293",['A 57'],,
1963177,"Kolonie ""Land im Sonne""",Autobus,"52.55462883361286, 13.511870302373488",['A 39'],,
1963178,Konsum Wernsdorf,Autobus,"52.36448396303661, 13.698441127852544",['Schmöckwitz - Ziegenhals'],,
1963179,Konsum Ziegenhals,Autobus,"52.353014165379946, 13.671672670712805",['Schmöckwitz - Ziegenhals'],,
1963180,Kraftwerk Klingenberg,strassenbahn,"52.4881374,13.4958685","['82', '13']",Q66079524,
1963181,Krankenhaus Köpenick,Autobus,"52.4388396,13.5920763",['A 27'],,
1963182,Krankenhaus Köpenick,strassenbahn,"52.43861200573594, 13.592411258792163",['95'],,
1963183,Kurische Strasse,Autobus,"52.53541468899389, 13.439085794623837",['A 9'],,
1963184,Kurt-Fischer-Platz,Autobus,"52.57973292845757, 13.398330728468228",['A 7'],,
1963185,Kurt-Fischer-Platz,strassenbahn,"52.578668,13.3983016","['22', '46']",Q65032974,
1963186,Köllnischer Platz,strassenbahn,"52.4447189,13.5686225","['84', '86']",Q66363379,
1963187,Königstor,Autobus,"52.52520269485428, 13.419834994127731","['A 57', 'A 9']",,
1963188,Königstor,Omnibus,"52.52520269485428, 13.419834994127731",['O 40'],,
1963189,Königstor,strassenbahn,"52.52821600265539, 13.423869016265495",['74'],,
1963190,Köpenickerstrasse Ecke Adalbertstrasse,Omnibus,"52.5088020100168, 13.42459205564356",['1'],,
1963191,Küstriner Platz,Omnibus,"52.51324778107561, 13.439333192026231","['O 30', 'O 40']",,
1963192,LPG Falkenberg,Autobus,"52.57689764194031, 13.582483848603614",['A 46'],,
1963193,Langhansstrasse Ecke Gustav-Adolf-Strasse,Autobus,"52.55363454206649, 13.43469073771919","['A 55', 'A 45']",,
1963194,Leninallee,strassenbahn,"52.5259343,13.4462368",['4'],Q65553230,
1963195,Leninallee Ecke Dimitroffstrasse,strassenbahn,"52.5259343,13.4462368",['13'],Q65553230,
1963196,Leninplatz,Omnibus,"52.523238998562235, 13.433594583798834",['O 40'],,
1963197,Leninplatz,strassenbahn,"52.5232658,13.4326457","['1', '63', '69', '64']",Q65553105,
1963198,Lerchenstrasse,Autobus,"52.45518873071384, 13.734268401558374",['S-Bhf. Rahnsdorf - Woltersdorfer Schleuse'],,
1963199,Lichtenberger Strasse,strassenbahn,"52.552032612200605, 13.465689924366766","['72'], ['74']",", ",
1963200,Lichtenberger Strasse Ecke Buschallee,strassenbahn,"52.55398925514543, 13.467683317947278",['70'],,
1963201,Lindenberg,Autobus,"52.602597712625055, 13.5250306401055",['A L'],,
1963202,Lindenstrasse Ecke Bahnhofstrasse,strassenbahn,"52.4505094,13.572684",['95'],Q66095701,
1963203,Lindenstrasse/Hegelschule,strassenbahn,"52.4505094,13.572684",['82'],Q66095701,
1963204,Luxemburgplatz,u-bahn,"52.528333333333,13.410277777778",['A'],Q658790,
1963205,Magdalenenstrasse,u-bahn,"52.5125,13.486388888889",['E'],Q473901,
1963206,Mahlsdorf-Süd,strassenbahn,"52.4741663,13.5991443",['83'],Q66368466,
1963207,"Mahlsdorf-Süd, Hubertus",strassenbahn,"52.4741663,13.5991443","['82', '86']",Q66368466,
1963208,"Malchow, Dorfstrasse",Autobus,"52.580462270708544, 13.482797576255583","['A 46', 'A L']",,
1963209,Malchower Weg,Autobus,"52.56152031238405, 13.500485897507804",['A 46'],,
1963210,Marchlewskistrasse,u-bahn,"52.516794444444,13.444991666667",['E'],Q551768,
1963211,Margaretenaue,strassenbahn,"52.587907241470944, 13.430038901840085",['49'],,
1963212,Markgrafendamm,Autobus,"52.49919969372071, 13.465742293248686",['A 82 P'],,
1963213,Marx-Engels-Platz,Autobus,"52.51617617310524, 13.400937413635054","['A 57', 'A 9']",,
1963214,"Marzahn, Berliner Chaussee",Autobus,"52.54286481407268, 13.550124906736844",['A 43'],,
1963215,Marzahner Chaussee,Omnibus,"52.53978688562053, 13.53943029431785",['O 37'],,
1963216,Molkenmarkt,strassenbahn,"52.51679321421663, 13.409330619020574","['72', '74', '71']",,
1963217,Müggelheim,Autobus,"52.41018331064196, 13.665897531850348",['A 27'],,
1963218,Müggelseeperle,Autobus,"52.42170168937569, 13.640893083169368",['A 27'],,
1963219,Neu-Lindenberg,Autobus,"52.600885625411856, 13.554794085696633",['A L'],,
1963220,Nordend,Autobus,"52.59006569360479, 13.401740566033476",['A 7'],,
1963221,Nordend,strassenbahn,"52.5902104,13.4027524",['46'],Q65032696,
1963222,Nordendstrasse,strassenbahn,"52.588534,13.3882952",['22'],Q65428345,
1963223,Normannenstrasse,Autobus,"52.41755553724523, 13.541493283222094",['A 23'],,
1963224,"Oberspree, Bruno-Bürgel-Weg",strassenbahn,"52.452777014581045, 13.537124836409932",['92'],,
1963225,Omnibus-Bf. Lichtenberger Strasse,strassenbahn,"52.5442346,13.4687215",['3'],Q65939077,
1963226,Oranienburger Tor,Autobus,"52.52716314203455, 13.38710905184874","['A 9', 'A 59']",,
1963227,Oranienburger Tor,Omnibus,"52.52716314203455, 13.38710905184874",['O 40'],,
1963228,Oranienburger Tor,strassenbahn,"52.5256031,13.3872745","['1', '46', '70', '11', '69']",Q65095375,
1963229,Ossietzkyplatz,strassenbahn,"52.58100580136794, 13.404014807678767",['46'],,
1963230,Ostbahnhof,Omnibus,"52.50976670730252, 13.43372198235041",['O 40'],,
1963231,Ostbahnhof,strassenbahn,"52.509107635417394, 13.43550619008533","['82', '1']",,
1963232,Pankow (Vinetastrasse),u-bahn,"52.559166666667,13.413333333333",['A'],Q570906,
1963233,"Pankow, Kirche",Autobus,"52.57124680898358, 13.410670715665145","['A 55', 'A 58', 'A 45']",,
1963234,"Pankow, Kirche",strassenbahn,"52.5706452,13.4103115","['22', '49', '46']",Q65055066,
1963235,"Pankow, Rathaus",Autobus,"52.56953908840178, 13.404186437171612","['A 45', 'A 55', 'A 58', 'A 7']",,
1963236,"Pankow, Rathaus",strassenbahn,"52.5694816,13.4038045","['22', '46']",Q65055060,
1963237,Parkstrasse,strassenbahn,"52.45870588645984, 13.539865120378947",['87'],,
1963238,Parkstrasse Ecke An der Wuhlheide,strassenbahn,"52.458692811582104, 13.539859756020707",['82'],,
1963239,Parkstrasse Ecke An der Wulheide,strassenbahn,"52.458692811582104, 13.539859756020707",['95'],,
1963240,Piesporter Strasse,Autobus,"52.560428325050296, 13.476578086985889",['A 55'],,
1963241,Platz vor dem Neuen Tor,Autobus,"52.52921245715711, 13.378513556812177",['A 9'],,
1963242,Post,Autobus,"52.47029587176764, 13.786537970773646","['S-Bhf. Friedrichshagen - Rüdersdorf, Karl-Marx-Platz']",,
1963243,Prenzlauer Allee,strassenbahn,"52.5396522,13.4244789",['4'],Q65222180,
1963244,Prenzlauer Allee Ecke Dimitroffstrasse,strassenbahn,"52.539197857899126, 13.424201067893557",['13'],,
1963245,Prenzlauer Promenade,Autobus,"52.5516751737526, 13.430326005865055",['A 56'],,
1963246,Prenzlauer Promenade,strassenbahn,"52.55155536618067, 13.43032253030515","['70', '72', '3']",,
1963247,Prenzlauer Promenade (Spitze),Autobus,"52.55169017006126, 13.430288457592285",['A 42'],,
1963248,Prenzlauer Promenade (Spitze),strassenbahn,"52.5516751737526, 13.430326005865055",['71'],,
1963249,Prenzlauer Promenade Ecke Granitzstrasse,Autobus,"52.572092016203484, 13.42875772052513",['A 55'],,
1963250,Prenzlauer Promenade Ecke Kissingenstrasse,Autobus,"52.56795804833996, 13.427734373319213",['A 45'],,
1963251,Prenzlauer Tor,Omnibus,"52.52709114016772, 13.415809370320808",['O 40'],,
1963252,Prenzlauer Tor,strassenbahn,"52.52709114016772, 13.415809370320808",['71'],,
1963253,Proskauerstrasse Ecke Dolziger Strasse,Omnibus,"52.519874079766325, 13.463289228834057",['O 30'],,
1963254,Rahnsdorf,strassenbahn,"52.443531694444445,13.685038",['87'],Q66361311,
1963255,Rahnsdorfer Strasse Ecke Hultschiner Damm,strassenbahn,"52.49863606696212, 13.613320584450898",['83'],,
1963256,Rennbahnstrasse Ecke Bernkasteler Strasse,strassenbahn,"52.55697630217991, 13.466894532923181",['74'],,
1963257,Rennbahnstrasse Ecke Gustav-Adolf-Strasse,Autobus,"52.56218648050474, 13.454267038723398",['A 56'],,
1963258,Richtershorn,strassenbahn,"52.40105,13.6248473",['86'],Q66481215,
1963259,Ridbacher Strasse,Autobus,"52.527457204488485, 13.606447755554132",['A 49'],,
1963260,Robert-Koch-Platz,Autobus,"52.527570508835595, 13.37877230286134",['A 57'],,
1963261,Robert-Koch-Platz,Omnibus,"52.527570508835595, 13.37877230286134",['O 40'],,
1963262,Roederplatz,Omnibus,"52.52671388514014, 13.479662353432392",['O 30'],,
1963263,Roederplatz,strassenbahn,"52.5266001,13.479068","['69', '3']",Q65685373,
1963264,"Rosenthal, Haupstrasse",strassenbahn,"52.5970063,13.3763916",['22'],Q65364985,
1963265,Rosenthaler Platz,Omnibus,"52.5296729549826, 13.401428926082492",['O 40'],,
1963266,Rosenthaler Platz,strassenbahn,"52.5301769,13.4016121","['22', '49', '82']",Q65093945,
1963267,Rosenthaler Strasse,strassenbahn,"52.59633,13.432876",['49'],Q66192394,
